fold,repeat,n_fit,n_inner_val,n_outer_val,accuracy,balanced_accuracy,precision,recall,specificity,f1,f1_macro,auc,true_positives,true_negatives,false_positives,false_negatives
1,1,139,25,19,0.9512195121951219,0.9468150896722325,0.953125,0.9242424242424242,0.9693877551020408,0.9384615384615385,0.949028749028749,0.9797464440321584,61,95,3,5
2,1,139,25,19,0.9390243902439024,0.9341372912801484,0.9375,0.9090909090909091,0.9591836734693877,0.9230769230769231,0.9362859362859364,0.9803648732220162,60,94,4,6
3,1,139,25,19,0.926829268292683,0.9239332096474954,0.9090909090909091,0.9090909090909091,0.9387755102040817,0.9090909090909091,0.9239332096474954,0.9891774891774892,60,92,6,6
4,1,140,25,18,0.9333333333333333,0.9318181818181819,0.9104477611940298,0.9242424242424242,0.9393939393939394,0.9172932330827067,0.9307278348154651,0.9626568717477808,61,93,6,5
5,1,140,25,18,0.9636363636363636,0.9552238805970149,1.0,0.9104477611940298,1.0,0.953125,0.9617110148514851,0.9919281145293938,61,98,0,6
6,1,140,25,18,0.9454545454545454,0.9446390496497107,0.9264705882352942,0.9402985074626866,0.9489795918367347,0.9333333333333333,0.9435897435897436,0.9692354553761803,63,93,5,4
7,1,140,25,18,0.9454545454545454,0.9469996954005483,0.9142857142857143,0.9552238805970149,0.9387755102040817,0.9343065693430657,0.9438372224953671,0.9789826378312518,64,92,6,3
8,1,140,25,18,0.9333333333333333,0.9273530307645446,0.9375,0.8955223880597015,0.9591836734693877,0.916030534351145,0.9303770762207986,0.9774596405726469,60,94,4,7
9,1,140,25,18,0.9575757575757575,0.9548431312823638,0.9545454545454546,0.9402985074626866,0.9693877551020408,0.9473684210526315,0.9559177130643868,0.9829424307036247,63,95,3,4
10,1,140,25,18,0.9454545454545454,0.9446390496497107,0.9264705882352942,0.9402985074626866,0.9489795918367347,0.9333333333333333,0.9435897435897436,0.9821809320743222,63,93,5,4
11,2,139,25,19,0.9390243902439024,0.9415584415584416,0.9,0.9545454545454546,0.9285714285714286,0.9264705882352942,0.9371936274509804,0.9919604205318491,63,91,7,3
12,2,139,25,19,0.9207317073170732,0.9138837353123068,0.9206349206349206,0.8787878787878788,0.9489795918367347,0.8992248062015504,0.9169490865178607,0.9601113172541744,58,93,5,8
13,2,139,25,19,0.9573170731707317,0.951917130488559,0.9682539682539683,0.9242424242424242,0.9795918367346939,0.9457364341085271,0.9552802773557711,0.9894867037724181,61,96,2,5
14,2,140,25,18,0.9454545454545454,0.9393939393939394,0.9523809523809523,0.9090909090909091,0.9696969696969697,0.9302325581395349,0.9427282193682749,0.9805632078359351,60,96,3,6
15,2,140,25,18,0.9454545454545454,0.9446390496497107,0.9264705882352942,0.9402985074626866,0.9489795918367347,0.9333333333333333,0.9435897435897436,0.9821809320743222,63,93,5,4
16,2,140,25,18,0.9393939393939394,0.9395370088333841,0.9130434782608695,0.9402985074626866,0.9387755102040817,0.9264705882352942,0.9374620982413584,0.9795918367346939,63,92,6,4
17,2,140,25,18,0.9575757575757575,0.959564422784039,0.9285714285714286,0.9701492537313433,0.9489795918367347,0.948905109489051,0.9563178397186187,0.9823332318001827,65,93,5,2
18,2,140,25,18,0.9272727272727272,0.9269722814498934,0.8985507246376812,0.9253731343283582,0.9285714285714286,0.9117647058823529,0.9249545178896301,0.9878160219311605,62,91,7,5
19,2,140,25,18,0.9272727272727272,0.9293329272007311,0.8873239436619719,0.9402985074626866,0.9183673469387755,0.9130434782608695,0.9252717391304348,0.988882120012184,63,90,8,4
20,2,140,25,18,0.9333333333333333,0.924992385013707,0.9516129032258065,0.8805970149253731,0.9693877551020408,0.9147286821705426,0.9300011570056693,0.9788303381053913,59,95,3,8
21,3,139,25,19,0.9329268292682927,0.933982683982684,0.8985507246376812,0.9393939393939394,0.9285714285714286,0.9185185185185185,0.9307618499328344,0.9823747680890538,62,91,7,4
