fold,repeat,n_fit,n_inner_val,n_outer_val,accuracy,balanced_accuracy,precision,recall,specificity,f1,f1_macro,auc,true_positives,true_negatives,false_positives,false_negatives
1,1,29,6,4,0.9428571428571428,0.9375,1.0,0.875,1.0,0.9333333333333333,0.9416666666666667,0.9835526315789473,14,19,0,2
2,1,29,6,4,0.9142857142857143,0.9111842105263157,0.9333333333333333,0.875,0.9473684210526315,0.9032258064516129,0.913151364764268,0.9407894736842105,14,18,1,2
3,1,29,6,4,0.9142857142857143,0.9,1.0,0.8,1.0,0.8888888888888888,0.9095607235142118,0.88,12,20,0,3
4,1,29,6,4,0.9714285714285714,0.9666666666666667,1.0,0.9333333333333333,1.0,0.9655172413793104,0.9705634987384357,1.0,14,20,0,1
5,1,29,6,4,0.8857142857142857,0.875,0.9230769230769231,0.8,0.95,0.8571428571428571,0.8809523809523809,0.9166666666666666,12,19,1,3
6,1,29,6,4,0.9142857142857143,0.9,1.0,0.8,1.0,0.8888888888888888,0.9095607235142118,0.9433333333333334,12,20,0,3
7,1,29,6,4,0.9428571428571428,0.9416666666666667,0.9333333333333333,0.9333333333333333,0.95,0.9333333333333333,0.9416666666666667,0.9433333333333332,14,19,1,1
8,1,29,6,4,0.8857142857142857,0.8833333333333333,0.8666666666666667,0.8666666666666667,0.9,0.8666666666666667,0.8833333333333333,0.9,13,18,2,2
9,1,29,6,4,0.9428571428571428,0.9416666666666667,0.9333333333333333,0.9333333333333333,0.95,0.9333333333333333,0.9416666666666667,0.9466666666666667,14,19,1,1
10,1,30,6,3,0.9722222222222222,0.96875,1.0,0.9375,1.0,0.967741935483871,0.971675845790716,0.99375,15,20,0,1
11,2,29,6,4,0.9142857142857143,0.9111842105263157,0.9333333333333333,0.875,0.9473684210526315,0.9032258064516129,0.913151364764268,0.9671052631578948,14,18,1,2
12,2,29,6,4,0.8571428571428571,0.8585526315789473,0.8235294117647058,0.875,0.8421052631578947,0.8484848484848485,0.8566748566748568,0.9210526315789473,14,16,3,2
13,2,29,6,4,0.9714285714285714,0.9666666666666667,1.0,0.9333333333333333,1.0,0.9655172413793104,0.9705634987384357,0.9966666666666666,14,20,0,1
14,2,29,6,4,0.8857142857142857,0.875,0.9230769230769231,0.8,0.95,0.8571428571428571,0.8809523809523809,0.9533333333333334,12,19,1,3
15,2,29,6,4,0.9142857142857143,0.9083333333333333,0.9285714285714286,0.8666666666666667,0.95,0.896551724137931,0.911690496215307,0.9466666666666667,13,19,1,2
16,2,29,6,4,0.9142857142857143,0.9083333333333333,0.9285714285714286,0.8666666666666667,0.95,0.896551724137931,0.911690496215307,0.9,13,19,1,2
17,2,29,6,4,0.8857142857142857,0.875,0.9230769230769231,0.8,0.95,0.8571428571428571,0.8809523809523809,0.9166666666666667,12,19,1,3
18,2,29,6,4,0.9428571428571428,0.95,0.8823529411764706,1.0,0.9,0.9375,0.9424342105263157,0.9600000000000001,15,18,2,0
19,2,29,6,4,0.9142857142857143,0.9166666666666667,0.875,0.9333333333333333,0.9,0.9032258064516129,0.913151364764268,0.9533333333333334,14,18,2,1
20,2,30,6,3,0.9166666666666666,0.90625,1.0,0.8125,1.0,0.896551724137931,0.9133921411387329,0.9874999999999999,13,20,0,3
21,3,29,6,4,0.9428571428571428,0.9424342105263157,0.9375,0.9375,0.9473684210526315,0.9375,0.9424342105263157,0.9473684210526316,15,18,1,1
22,3,29,6,4,0.9428571428571428,0.9424342105263157,0.9375,0.9375,0.9473684210526315,0.9375,0.9424342105263157,0.9605263157894738,15,18,1,1
23,3,29,6,4,0.9142857142857143,0.9,1.0,0.8,1.0,0.8888888888888888,0.9095607235142118,0.94,12,20,0,3
24,3,29,6,4,0.9142857142857143,0.9083333333333333,0.9285714285714286,0.8666666666666667,0.95,0.896551724137931,0.911690496215307,0.9666666666666666,13,19,1,2
25,3,29,6,4,0.9142857142857143,0.9166666666666667,0.875,0.9333333333333333,0.9,0.9032258064516129,0.913151364764268,0.9033333333333333,14,18,2,1
26,3,29,6,4,0.9428571428571428,0.9416666666666667,0.9333333333333333,0.9333333333333333,0.95,0.9333333333333333,0.9416666666666667,0.9233333333333333,14,19,1,1
27,3,29,6,4,0.8857142857142857,0.8833333333333333,0.8666666666666667,0.8666666666666667,0.9,0.8666666666666667,0.8833333333333333,0.96,13,18,2,2
28,3,29,6,4,0.9714285714285714,0.9666666666666667,1.0,0.9333333333333333,1.0,0.9655172413793104,0.9705634987384357,0.9400000000000001,14,20,0,1
29,3,29,6,4,0.9428571428571428,0.9416666666666667,0.9333333333333333,0.9333333333333333,0.95,0.9333333333333333,0.9416666666666667,0.9566666666666667,14,19,1,1
30,3,30,6,3,0.9444444444444444,0.94375,0.9375,0.9375,0.95,0.9375,0.94375,0.9624999999999999,15,19,1,1
31,4,29,6,4,0.9142857142857143,0.9161184210526316,0.8823529411764706,0.9375,0.8947368421052632,0.9090909090909091,0.914004914004914,0.894736842105263,15,17,2,1
32,4,29,6,4,0.9428571428571428,0.9424342105263157,0.9375,0.9375,0.9473684210526315,0.9375,0.9424342105263157,0.9407894736842105,15,18,1,1
33,4,29,6,4,0.9714285714285714,0.9666666666666667,1.0,0.9333333333333333,1.0,0.9655172413793104,0.9705634987384357,1.0,14,20,0,1
34,4,29,6,4,0.8857142857142857,0.8833333333333333,0.8666666666666667,0.8666666666666667,0.9,0.8666666666666667,0.8833333333333333,0.9299999999999999,13,18,2,2
35,4,29,6,4,0.9142857142857143,0.9083333333333333,0.9285714285714286,0.8666666666666667,0.95,0.896551724137931,0.911690496215307,0.8833333333333333,13,19,1,2
36,4,29,6,4,0.9142857142857143,0.9083333333333333,0.9285714285714286,0.8666666666666667,0.95,0.896551724137931,0.911690496215307,0.8866666666666666,13,19,1,2
37,4,29,6,4,0.9142857142857143,0.9083333333333333,0.9285714285714286,0.8666666666666667,0.95,0.896551724137931,0.911690496215307,0.9600000000000001,13,19,1,2
38,4,29,6,4,0.9428571428571428,0.9416666666666667,0.9333333333333333,0.9333333333333333,0.95,0.9333333333333333,0.9416666666666667,0.97,14,19,1,1
39,4,29,6,4,0.9428571428571428,0.9416666666666667,0.9333333333333333,0.9333333333333333,0.95,0.9333333333333333,0.9416666666666667,0.9500000000000001,14,19,1,1
40,4,30,6,3,0.9166666666666666,0.9125,0.9333333333333333,0.875,0.95,0.9032258064516129,0.9150275373721479,0.953125,14,19,1,2
41,5,29,6,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16,19,0,0
42,5,29,6,4,0.9142857142857143,0.9111842105263157,0.9333333333333333,0.875,0.9473684210526315,0.9032258064516129,0.913151364764268,0.9671052631578948,14,18,1,2
43,5,29,6,4,0.8571428571428571,0.8500000000000001,0.8571428571428571,0.8,0.9,0.8275862068965517,0.8528174936921783,0.9500000000000001,12,18,2,3
