fold,repeat,epoch,loss,inner_val_loss,bce,inner_val_bce,accuracy,inner_val_accuracy
1,1,1,2.417259693145752,2.1618309020996094,0.8919030427932739,0.6831337809562683,0.46043166518211365,0.6000000238418579
1,1,2,2.2983272075653076,2.1599788665771484,0.7784109711647034,0.6844637989997864,0.5107913613319397,0.6000000238418579
1,1,3,2.320888042449951,2.157667636871338,0.7987681031227112,0.6853605508804321,0.568345308303833,0.6000000238418579
1,1,4,2.5719246864318848,2.1550405025482178,1.0283052921295166,0.6858262419700623,0.38129496574401855,0.6000000238418579
1,1,5,2.3718910217285156,2.152733325958252,0.8638265132904053,0.686553418636322,0.4748201370239258,0.5600000023841858
1,1,6,2.298957109451294,2.150578737258911,0.7999293804168701,0.6874895691871643,0.5755395889282227,0.5600000023841858
1,1,7,2.2871475219726562,2.147381544113159,0.7811744213104248,0.6874034404754639,0.5035971403121948,0.6000000238418579
1,1,8,2.2557854652404785,2.1441545486450195,0.7705654501914978,0.6873166561126709,0.49640288949012756,0.6000000238418579
1,1,9,2.2384886741638184,2.140936851501465,0.7430650591850281,0.687264621257782,0.5395683646202087,0.6000000238418579
1,1,10,2.3642940521240234,2.137651205062866,0.8578773736953735,0.6871598958969116,0.46043166518211365,0.6399999856948853
1,1,11,2.319518804550171,2.134408473968506,0.8205166459083557,0.6870723962783813,0.4460431635379791,0.6000000238418579
1,1,12,2.330206871032715,2.1311936378479004,0.831748902797699,0.6870090961456299,0.48201438784599304,0.6000000238418579
1,1,13,2.3416450023651123,2.1279191970825195,0.8414270877838135,0.686808168888092,0.5107913613319397,0.6000000238418579
1,1,14,2.4502573013305664,2.124765634536743,0.949629008769989,0.686668336391449,0.43884891271591187,0.6000000238418579
1,1,15,2.346707344055176,2.121769666671753,0.8583579659461975,0.6866803169250488,0.46043166518211365,0.6000000238418579
1,1,16,2.388472080230713,2.118194580078125,0.8913767337799072,0.6860828399658203,0.48201438784599304,0.6399999856948853
1,1,17,2.286789894104004,2.1148858070373535,0.805395245552063,0.6857430934906006,0.4892086386680603,0.6399999856948853
1,1,18,2.258777379989624,2.1108617782592773,0.7996833920478821,0.6846661567687988,0.4748201370239258,0.6399999856948853
1,1,19,2.234071731567383,2.1069393157958984,0.7766920328140259,0.6836517453193665,0.49640288949012756,0.6399999856948853
1,1,20,2.3676536083221436,2.1036295890808105,0.8955506086349487,0.6832185387611389,0.5035971403121948,0.6399999856948853
1,1,21,2.3883137702941895,2.1006669998168945,0.906778872013092,0.6831104755401611,0.43884891271591187,0.6000000238418579
1,1,22,2.4003612995147705,2.0983195304870605,0.9228476285934448,0.6835994720458984,0.5251798629760742,0.6000000238418579
1,1,23,2.2873613834381104,2.094571590423584,0.8359326720237732,0.6826756000518799,0.46043166518211365,0.6000000238418579
1,1,24,2.1896843910217285,2.0907580852508545,0.7300798296928406,0.6816878318786621,0.568345308303833,0.6000000238418579
1,1,25,2.303377151489258,2.0868332386016846,0.8451876044273376,0.6805818676948547,0.5179855823516846,0.6000000238418579
1,1,26,2.2394657135009766,2.083523750305176,0.7914701700210571,0.6801037788391113,0.568345308303833,0.6000000238418579
1,1,27,2.3197362422943115,2.0804660320281982,0.8572998046875,0.6798933148384094,0.5251798629760742,0.6000000238418579
1,1,28,2.324293851852417,2.077491283416748,0.868736743927002,0.6797703504562378,0.4892086386680603,0.6000000238418579
1,1,29,2.2908401489257812,2.074392318725586,0.8414106369018555,0.6795082092285156,0.5107913613319397,0.6399999856948853
1,1,30,2.202094554901123,2.0713346004486084,0.7615628242492676,0.6792769432067871,0.5539568066596985,0.6399999856948853
1,1,31,2.235816240310669,2.068338632583618,0.8142824172973633,0.6791117191314697,0.4532374143600464,0.6399999856948853
1,1,32,2.2346270084381104,2.06522536277771,0.8000988364219666,0.6788271069526672,0.5179855823516846,0.6399999856948853
1,1,33,2.177083730697632,2.062415361404419,0.7426662445068359,0.6788326501846313,0.5611510872840881,0.6399999856948853
1,1,34,2.235703945159912,2.059396505355835,0.8088526725769043,0.678641676902771,0.4892086386680603,0.6399999856948853
1,1,35,2.3453173637390137,2.0557749271392822,0.9049683809280396,0.677838146686554,0.4676258862018585,0.6399999856948853
1,1,36,2.241889238357544,2.0533173084259033,0.8228029608726501,0.6781725883483887,0.5323740839958191,0.6399999856948853
1,1,37,2.2317934036254883,2.0495636463165283,0.8097519278526306,0.677229642868042,0.5179855823516846,0.6399999856948853
1,1,38,2.2231643199920654,2.046807289123535,0.8117932677268982,0.6772888898849487,0.5323740839958191,0.6399999856948853
1,1,39,2.373152256011963,2.044036865234375,0.937949538230896,0.6773423552513123,0.4748201370239258,0.6399999856948853
1,1,40,2.179934024810791,2.040823221206665,0.7799038290977478,0.676943302154541,0.4892086386680603,0.6399999856948853
1,1,41,2.2228457927703857,2.0379209518432617,0.8159425854682922,0.6768166422843933,0.5323740839958191,0.6399999856948853
1,1,42,2.307427167892456,2.034581422805786,0.8944157958030701,0.6762474179267883,0.4748201370239258,0.6399999856948853
1,1,43,2.345346212387085,2.031446933746338,0.9213634729385376,0.6758783459663391,0.42446044087409973,0.6399999856948853
1,1,44,2.104459047317505,2.028775453567505,0.7161406874656677,0.6759662628173828,0.5467625856399536,0.6399999856948853
1,1,45,2.0787839889526367,2.025625228881836,0.7061041593551636,0.6755737066268921,0.5107913613319397,0.6399999856948853
1,1,46,2.1893069744110107,2.022749423980713,0.799232006072998,0.6754648685455322,0.5035971403121948,0.6800000071525574
1,1,47,2.2510883808135986,2.020250082015991,0.846605658531189,0.6757304668426514,0.5323740839958191,0.6800000071525574
1,1,48,2.23848295211792,2.0178275108337402,0.8441405892372131,0.6760668754577637,0.48201438784599304,0.6800000071525574
1,1,49,2.2919421195983887,2.015357255935669,0.8837775588035583,0.6763510704040527,0.4892086386680603,0.6800000071525574
1,1,50,2.2119016647338867,2.0125129222869873,0.8350222706794739,0.676262617111206,0.49640288949012756,0.6399999856948853
1,1,51,2.2634050846099854,2.0101137161254883,0.8702212572097778,0.6766167283058167,0.4748201370239258,0.6800000071525574
1,1,52,2.243373394012451,2.0070455074310303,0.8560581207275391,0.6762933135032654,0.48201438784599304,0.6399999856948853
1,1,53,2.3441410064697266,2.004487991333008,0.9263258576393127,0.6764536499977112,0.5107913613319397,0.6800000071525574
1,1,54,2.2239468097686768,2.0017075538635254,0.853542685508728,0.6763674020767212,0.41726619005203247,0.6399999856948853
1,1,55,2.1357851028442383,1.9989404678344727,0.7809044718742371,0.6762843132019043,0.5539568066596985,0.6399999856948853
1,1,56,2.2355902194976807,1.995589017868042,0.8450695276260376,0.6756088137626648,0.5323740839958191,0.6800000071525574
1,1,57,2.218759059906006,1.992846965789795,0.8505978584289551,0.675530195236206,0.4676258862018585,0.6800000071525574
1,1,58,2.180070400238037,1.9905154705047607,0.8062638640403748,0.6758532524108887,0.5323740839958191,0.6800000071525574
1,1,59,2.065575122833252,1.9878026247024536,0.7197557687759399,0.6757758259773254,0.5323740839958191,0.6399999856948853
1,1,60,2.194228172302246,1.9856348037719727,0.841672956943512,0.676236093044281,0.4748201370239258,0.6399999856948853
1,1,61,2.1335289478302,1.9831595420837402,0.7811768054962158,0.676377534866333,0.6043165326118469,0.6800000071525574
1,1,62,2.061171293258667,1.9812064170837402,0.724242091178894,0.6770450472831726,0.5539568066596985,0.6399999856948853
1,1,63,2.1112515926361084,1.9791010618209839,0.7572360634803772,0.677542507648468,0.568345308303833,0.6800000071525574
1,1,64,2.28918194770813,1.9763860702514648,0.9245560169219971,0.6774425506591797,0.46043166518211365,0.6800000071525574
1,1,65,2.0812408924102783,1.9741460084915161,0.7449988722801208,0.6778113842010498,0.5539568066596985,0.6800000071525574
