fold,repeat,n_fit,n_inner_val,n_outer_val,accuracy,balanced_accuracy,precision,recall,specificity,f1,f1_macro,auc,true_positives,true_negatives,false_positives,false_negatives
1,1,50,9,7,0.9322033898305084,0.9305882352941177,0.92,0.92,0.9411764705882353,0.92,0.9305882352941177,0.9188235294117648,23,32,2,2
2,1,50,9,7,0.9491525423728814,0.9452941176470588,0.9583333333333334,0.92,0.9705882352941176,0.9387755102040817,0.9476486246672582,0.98,23,33,1,2
3,1,50,9,7,0.9322033898305084,0.9305882352941177,0.92,0.92,0.9411764705882353,0.92,0.9305882352941177,0.9329411764705882,23,32,2,2
4,1,50,9,7,0.8983050847457628,0.8905882352941177,0.9130434782608695,0.84,0.9411764705882353,0.875,0.8946428571428571,0.9717647058823529,21,32,2,4
5,1,50,9,7,0.9322033898305084,0.9358823529411764,0.8888888888888888,0.96,0.9117647058823529,0.9230769230769231,0.9312354312354313,0.9964705882352941,24,31,3,1
6,1,50,9,7,0.9491525423728814,0.9452941176470588,0.9583333333333334,0.92,0.9705882352941176,0.9387755102040817,0.9476486246672582,0.9317647058823529,23,33,1,2
7,1,51,9,6,0.9666666666666667,0.9657142857142857,0.96,0.96,0.9714285714285714,0.96,0.9657142857142857,0.9588571428571429,24,34,1,1
8,1,51,9,6,0.9333333333333333,0.9314285714285715,0.92,0.92,0.9428571428571428,0.92,0.9314285714285715,0.9279999999999999,23,33,2,2
9,1,51,9,6,0.9166666666666666,0.9174208144796381,0.8888888888888888,0.9230769230769231,0.9117647058823529,0.9056603773584906,0.9155167558434244,0.9819004524886877,24,31,3,2
10,1,51,9,6,0.8666666666666667,0.8687782805429864,0.8214285714285714,0.8846153846153846,0.8529411764705882,0.8518518518518519,0.8653198653198653,0.8755656108597286,23,29,5,3
11,2,50,9,7,0.9152542372881356,0.9158823529411765,0.8846153846153846,0.92,0.9117647058823529,0.9019607843137255,0.9136669593210418,0.9458823529411765,23,31,3,2
12,2,50,9,7,0.9491525423728814,0.9452941176470588,0.9583333333333334,0.92,0.9705882352941176,0.9387755102040817,0.9476486246672582,0.9529411764705882,23,33,1,2
13,2,50,9,7,0.9322033898305084,0.9252941176470588,0.9565217391304348,0.88,0.9705882352941176,0.9166666666666666,0.9297619047619048,0.9294117647058824,22,33,1,3
14,2,50,9,7,0.9152542372881356,0.9105882352941177,0.9166666666666666,0.88,0.9411764705882353,0.8979591836734694,0.9127477077787637,0.9752941176470588,22,32,2,3
15,2,50,9,7,0.9491525423728814,0.9452941176470588,0.9583333333333334,0.92,0.9705882352941176,0.9387755102040817,0.9476486246672582,0.9811764705882353,23,33,1,2
16,2,50,9,7,0.8983050847457628,0.8958823529411765,0.88,0.88,0.9117647058823529,0.88,0.8958823529411765,0.9058823529411764,22,31,3,3
17,2,51,9,6,0.9333333333333333,0.9257142857142857,0.9565217391304348,0.88,0.9714285714285714,0.9166666666666666,0.9305555555555556,0.9634285714285714,22,34,1,3
18,2,51,9,6,0.9333333333333333,0.9257142857142857,0.9565217391304348,0.88,0.9714285714285714,0.9166666666666666,0.9305555555555556,0.9725714285714286,22,34,1,3
19,2,51,9,6,0.95,0.9513574660633484,0.9259259259259259,0.9615384615384616,0.9411764705882353,0.9433962264150944,0.9493100535060546,0.9852941176470588,25,32,2,1
20,2,51,9,6,0.95,0.9513574660633484,0.9259259259259259,0.9615384615384616,0.9411764705882353,0.9433962264150944,0.9493100535060546,0.9638009049773756,25,32,2,1
21,3,50,9,7,0.9322033898305084,0.9305882352941177,0.92,0.92,0.9411764705882353,0.92,0.9305882352941177,0.9623529411764706,23,32,2,2
22,3,50,9,7,0.9322033898305084,0.9358823529411764,0.8888888888888888,0.96,0.9117647058823529,0.9230769230769231,0.9312354312354313,0.9564705882352941,24,31,3,1
23,3,50,9,7,0.9322033898305084,0.9305882352941177,0.92,0.92,0.9411764705882353,0.92,0.9305882352941177,0.9694117647058823,23,32,2,2
24,3,50,9,7,0.9661016949152542,0.9652941176470589,0.96,0.96,0.9705882352941176,0.96,0.9652941176470589,0.9929411764705882,24,33,1,1
25,3,50,9,7,0.8983050847457628,0.8905882352941177,0.9130434782608695,0.84,0.9411764705882353,0.875,0.8946428571428571,0.8988235294117647,21,32,2,4
26,3,50,9,7,0.9322033898305084,0.9252941176470588,0.9565217391304348,0.88,0.9705882352941176,0.9166666666666666,0.9297619047619048,0.9423529411764706,22,33,1,3
27,3,51,9,6,0.9,0.9085714285714286,0.8275862068965517,0.96,0.8571428571428571,0.8888888888888888,0.898989898989899,0.9942857142857143,24,30,5,1
28,3,51,9,6,0.9666666666666667,0.9657142857142857,0.96,0.96,0.9714285714285714,0.96,0.9657142857142857,0.9977142857142857,24,34,1,1
29,3,51,9,6,0.9833333333333333,0.9852941176470589,0.9629629629629629,1.0,0.9705882352941176,0.9811320754716981,0.9831033511686849,1.0,26,33,1,0
30,3,51,9,6,0.95,0.9468325791855203,0.96,0.9230769230769231,0.9705882352941176,0.9411764705882353,0.948849104859335,0.9649321266968326,24,33,1,2
31,4,50,9,7,0.9491525423728814,0.9452941176470588,0.9583333333333334,0.92,0.9705882352941176,0.9387755102040817,0.9476486246672582,0.9658823529411765,23,33,1,2
32,4,50,9,7,0.9322033898305084,0.9252941176470588,0.9565217391304348,0.88,0.9705882352941176,0.9166666666666666,0.9297619047619048,0.9929411764705882,22,33,1,3
33,4,50,9,7,0.9661016949152542,0.96,1.0,0.92,1.0,0.9583333333333334,0.9648809523809524,1.0,23,34,0,2
34,4,50,9,7,0.9661016949152542,0.9705882352941176,0.9259259259259259,1.0,0.9411764705882353,0.9615384615384616,0.9656177156177157,0.9741176470588235,25,32,2,0
35,4,50,9,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25,34,0,0
