fold,repeat,n_fit,n_inner_val,n_outer_val,accuracy,balanced_accuracy,precision,recall,specificity,f1,f1_macro,auc,true_positives,true_negatives,false_positives,false_negatives
36,4,50,9,7,0.9491525423728814,0.9452941176470588,0.9583333333333334,0.92,0.9705882352941176,0.9387755102040817,0.9476486246672582,0.9717647058823529,23,33,1,2
37,4,51,9,6,0.95,0.9571428571428571,0.8928571428571429,1.0,0.9142857142857143,0.9433962264150944,0.9493100535060546,1.0,25,32,3,0
38,4,51,9,6,0.9333333333333333,0.9314285714285715,0.92,0.92,0.9428571428571428,0.92,0.9314285714285715,0.896,23,33,2,2
39,4,51,9,6,0.95,0.9513574660633484,0.9259259259259259,0.9615384615384616,0.9411764705882353,0.9433962264150944,0.9493100535060546,0.9841628959276018,25,32,2,1
40,4,51,9,6,0.95,0.9468325791855203,0.96,0.9230769230769231,0.9705882352941176,0.9411764705882353,0.948849104859335,0.9830316742081449,24,33,1,2
41,5,50,9,7,0.8983050847457628,0.8958823529411765,0.88,0.88,0.9117647058823529,0.88,0.8958823529411765,0.976470588235294,22,31,3,3
42,5,50,9,7,0.9661016949152542,0.9652941176470589,0.96,0.96,0.9705882352941176,0.96,0.9652941176470589,0.9835294117647058,24,33,1,1
43,5,50,9,7,0.9491525423728814,0.9505882352941176,0.9230769230769231,0.96,0.9411764705882353,0.9411764705882353,0.948200175592625,0.9682352941176471,24,32,2,1
44,5,50,9,7,0.9152542372881356,0.9105882352941177,0.9166666666666666,0.88,0.9411764705882353,0.8979591836734694,0.9127477077787637,0.94,22,32,2,3
45,5,50,9,7,0.9661016949152542,0.96,1.0,0.92,1.0,0.9583333333333334,0.9648809523809524,0.9658823529411764,23,34,0,2
46,5,50,9,7,0.9152542372881356,0.9158823529411765,0.8846153846153846,0.92,0.9117647058823529,0.9019607843137255,0.9136669593210418,0.9882352941176471,23,31,3,2
47,5,51,9,6,0.9166666666666666,0.9057142857142857,0.9545454545454546,0.84,0.9714285714285714,0.8936170212765957,0.9125619352958321,0.9542857142857143,21,34,1,4
48,5,51,9,6,0.95,0.9457142857142857,0.9583333333333334,0.92,0.9714285714285714,0.9387755102040817,0.9482609945386605,0.9817142857142857,23,34,1,2
49,5,51,9,6,0.9,0.8981900452488687,0.8846153846153846,0.8846153846153846,0.9117647058823529,0.8846153846153846,0.8981900452488687,0.9321266968325792,23,31,3,3
50,5,51,9,6,0.95,0.9468325791855203,0.96,0.9230769230769231,0.9705882352941176,0.9411764705882353,0.948849104859335,0.995475113122172,24,33,1,2
