fold,repeat,n_fit,n_inner_val,n_outer_val,accuracy,balanced_accuracy,precision,recall,specificity,f1,f1_macro,auc,true_positives,true_negatives,false_positives,false_negatives
1,1,135,24,18,0.9119496855345912,0.9119183285849952,0.9135802469135802,0.9135802469135802,0.9102564102564102,0.9135802469135802,0.9119183285849952,0.9783159227603672,74,71,7,7
2,1,135,24,18,0.9245283018867925,0.924264007597341,0.9156626506024096,0.9382716049382716,0.9102564102564102,0.926829268292683,0.9244535951853026,0.9851218740107629,76,71,7,5
3,1,135,24,18,0.9371069182389937,0.9370845204178537,0.9382716049382716,0.9382716049382716,0.9358974358974359,0.9382716049382716,0.9370845204178537,0.9892371003482114,76,73,5,5
4,1,135,24,18,0.9119496855345912,0.9123931623931624,0.935064935064935,0.8888888888888888,0.9358974358974359,0.9113924050632911,0.9119462025316456,0.9886039886039886,72,73,5,9
5,1,135,24,18,0.9308176100628931,0.9309116809116809,0.9375,0.9259259259259259,0.9358974358974359,0.9316770186335404,0.9308066621830122,0.9905033238366572,75,73,5,6
6,1,135,24,18,0.9245283018867925,0.924738841405508,0.9367088607594937,0.9135802469135802,0.9358974358974359,0.925,0.9245253164556962,0.9621715732826843,74,73,5,7
7,1,135,24,18,0.949685534591195,0.9494301994301995,0.9397590361445783,0.9629629629629629,0.9358974358974359,0.9512195121951219,0.949635730123535,0.9808483697372586,78,73,5,3
8,1,136,24,17,0.90625,0.906157212064385,0.9024390243902439,0.9135802469135802,0.8987341772151899,0.9079754601226994,0.906217029424407,0.9748398187216752,74,71,8,7
9,1,136,24,17,0.9125,0.9126426004063135,0.9240506329113924,0.9012345679012346,0.9240506329113924,0.9125,0.9125,0.9528051258009064,73,73,6,8
10,1,136,24,17,0.93125,0.9313173933427098,0.9375,0.9259259259259259,0.9367088607594937,0.9316770186335404,0.9312473143482167,0.9812470698546647,75,74,5,6
11,2,135,24,18,0.9308176100628931,0.9304368471035138,0.9166666666666666,0.9506172839506173,0.9102564102564102,0.9333333333333333,0.930718954248366,0.9838556505223173,77,71,7,4
12,2,135,24,18,0.9245283018867925,0.9245014245014245,0.9259259259259259,0.9259259259259259,0.9230769230769231,0.9259259259259259,0.9245014245014245,0.9874960430515987,75,72,6,6
13,2,135,24,18,0.9371069182389937,0.9373219373219372,0.9493670886075949,0.9259259259259259,0.9487179487179487,0.9375,0.9371044303797469,0.99224438113327,75,74,4,6
14,2,135,24,18,0.9119496855345912,0.9123931623931624,0.935064935064935,0.8888888888888888,0.9358974358974359,0.9113924050632911,0.9119462025316456,0.9753086419753085,72,73,5,9
15,2,135,24,18,0.9433962264150944,0.9432573599240266,0.9390243902439024,0.9506172839506173,0.9358974358974359,0.9447852760736196,0.9433603799722936,0.9868629313073758,77,73,5,4
16,2,135,24,18,0.9371069182389937,0.9370845204178537,0.9382716049382716,0.9382716049382716,0.9358974358974359,0.9382716049382716,0.9370845204178537,0.9898702120924343,76,73,5,5
17,2,135,24,18,0.9371069182389937,0.9373219373219372,0.9493670886075949,0.9259259259259259,0.9487179487179487,0.9375,0.9371044303797469,0.988445710667933,75,74,4,6
18,2,136,24,17,0.9375,0.9376465072667604,0.9493670886075949,0.9259259259259259,0.9493670886075949,0.9375,0.9375,0.9684325675886858,75,75,4,6
19,2,136,24,17,0.925,0.9248320050007813,0.9156626506024096,0.9382716049382716,0.9113924050632911,0.926829268292683,0.9249530956848031,0.9745272698859196,76,72,7,5
20,2,136,24,17,0.91875,0.9189717143303642,0.9358974358974359,0.9012345679012346,0.9367088607594937,0.9182389937106918,0.9187468260478925,0.9892170651664323,73,74,5,8
21,3,135,24,18,0.9371069182389937,0.9373219373219372,0.9493670886075949,0.9259259259259259,0.9487179487179487,0.9375,0.9371044303797469,0.9917695473251029,75,74,4,6
22,3,135,24,18,0.9371069182389937,0.9375593542260209,0.961038961038961,0.9135802469135802,0.9615384615384616,0.9367088607594937,0.9371044303797469,0.9931940487496043,74,75,3,7
23,3,135,24,18,0.9119496855345912,0.9123931623931624,0.935064935064935,0.8888888888888888,0.9358974358974359,0.9113924050632911,0.9119462025316456,0.9783159227603672,72,73,5,9
24,3,135,24,18,0.9308176100628931,0.9306742640075973,0.926829268292683,0.9382716049382716,0.9230769230769231,0.9325153374233128,0.9307737977439146,0.9737258626147514,76,72,6,5
25,3,135,24,18,0.9182389937106918,0.9185660018993352,0.9358974358974359,0.9012345679012346,0.9358974358974359,0.9182389937106918,0.9182389937106918,0.9786324786324786,73,73,5,8
26,3,135,24,18,0.9119496855345912,0.9116809116809117,0.9036144578313253,0.9259259259259259,0.8974358974358975,0.9146341463414634,0.9118625277161863,0.9874960430515987,75,70,8,6
27,3,135,24,18,0.949685534591195,0.9499050332383665,0.9620253164556962,0.9382716049382716,0.9615384615384616,0.95,0.9496835443037974,0.9878125989237101,76,75,3,5
28,3,136,24,17,0.91875,0.9188154399124864,0.925,0.9135802469135802,0.9240506329113924,0.9192546583850931,0.9187468260478925,0.9795280512580091,74,73,6,7
29,3,136,24,17,0.925,0.9254571026722925,0.96,0.8888888888888888,0.9620253164556962,0.9230769230769231,0.9249530956848031,0.962181590873574,72,76,3,9
30,3,136,24,17,0.9125,0.9126426004063135,0.9240506329113924,0.9012345679012346,0.9240506329113924,0.9125,0.9125,0.9756211908110642,73,73,6,8
31,4,135,24,18,0.9308176100628931,0.9304368471035138,0.9166666666666666,0.9506172839506173,0.9102564102564102,0.9333333333333333,0.930718954248366,0.9621715732826843,77,71,7,4
32,4,135,24,18,0.9371069182389937,0.9370845204178537,0.9382716049382716,0.9382716049382716,0.9358974358974359,0.9382716049382716,0.9370845204178537,0.9806900918012029,76,73,5,5
33,4,135,24,18,0.9308176100628931,0.9306742640075973,0.926829268292683,0.9382716049382716,0.9230769230769231,0.9325153374233128,0.9307737977439146,0.9898702120924343,76,72,6,5
34,4,135,24,18,0.9433962264150944,0.9434947768281101,0.95,0.9382716049382716,0.9487179487179487,0.9440993788819876,0.9433872690588282,0.9920861031972144,76,74,4,5
35,4,135,24,18,0.9371069182389937,0.9370845204178537,0.9382716049382716,0.9382716049382716,0.9358974358974359,0.9382716049382716,0.9370845204178537,0.9927192149414372,76,73,5,5
36,4,135,24,18,0.9182389937106918,0.9178537511870846,0.9047619047619048,0.9382716049382716,0.8974358974358975,0.9212121212121213,0.9181224004753417,0.9778410889522,76,70,8,5
37,4,135,24,18,0.9371069182389937,0.9375593542260209,0.961038961038961,0.9135802469135802,0.9615384615384616,0.9367088607594937,0.9371044303797469,0.9813232035454257,74,75,3,7
38,4,136,24,17,0.91875,0.9189717143303642,0.9358974358974359,0.9012345679012346,0.9367088607594937,0.9182389937106918,0.9187468260478925,0.9715580559462416,73,74,5,8
39,4,136,24,17,0.90625,0.9064697609001406,0.9230769230769231,0.8888888888888888,0.9240506329113924,0.9056603773584906,0.9062463377475682,0.9831223628691983,72,73,6,9
40,4,136,24,17,0.93125,0.9313173933427098,0.9375,0.9259259259259259,0.9367088607594937,0.9316770186335404,0.9312473143482167,0.9717143303641194,75,74,5,6
41,5,135,24,18,0.9371069182389937,0.9370845204178537,0.9382716049382716,0.9382716049382716,0.9358974358974359,0.9382716049382716,0.9370845204178537,0.9922443811332701,76,73,5,5
42,5,135,24,18,0.9308176100628931,0.9311490978157644,0.9487179487179487,0.9135802469135802,0.9487179487179487,0.9308176100628931,0.9308176100628931,0.9916112693890472,74,74,4,7
43,5,135,24,18,0.9245283018867925,0.9245014245014245,0.9259259259259259,0.9259259259259259,0.9230769230769231,0.9259259259259259,0.9245014245014245,0.9914529914529915,75,72,6,6
44,5,135,24,18,0.9245283018867925,0.9240265906932574,0.9058823529411765,0.9506172839506173,0.8974358974358975,0.927710843373494,0.9243817374762207,0.9697689142133586,77,70,8,4
45,5,135,24,18,0.9119496855345912,0.9121557454890789,0.9240506329113924,0.9012345679012346,0.9230769230769231,0.9125,0.9119462025316456,0.98448876226654,73,72,6,8
46,5,135,24,18,0.9245283018867925,0.924738841405508,0.9367088607594937,0.9135802469135802,0.9358974358974359,0.925,0.9245253164556962,0.9794238683127572,74,73,5,7
47,5,135,24,18,0.9056603773584906,0.9057454890788224,0.9125,0.9012345679012346,0.9102564102564102,0.906832298136646,0.9056454484313803,0.9824311490978157,73,71,7,8
48,5,136,24,17,0.93125,0.9310048445069542,0.9166666666666666,0.9506172839506173,0.9113924050632911,0.9333333333333333,0.9311827956989247,0.9693702140959525,77,72,7,4
49,5,136,24,17,0.9375,0.937177684013127,0.9176470588235294,0.9629629629629629,0.9113924050632911,0.9397590361445783,0.9374119856047567,0.9915611814345991,78,72,7,3
50,5,136,24,17,0.94375,0.9438193467729332,0.95,0.9382716049382716,0.9493670886075949,0.9440993788819876,0.943747802648541,0.9906235349273323,76,75,4,5
