fold,repeat,n_fit,n_inner_val,n_outer_val,accuracy,balanced_accuracy,precision,recall,specificity,f1,f1_macro,auc,true_positives,true_negatives,false_positives,false_negatives
1,1,135,24,18,0.949685534591195,0.949667616334283,0.9506172839506173,0.9506172839506173,0.9487179487179487,0.9506172839506173,0.949667616334283,0.9344729344729344,77,74,4,4
2,1,135,24,18,0.9371069182389937,0.9366096866096866,0.9176470588235294,0.9629629629629629,0.9102564102564102,0.9397590361445783,0.9369847812301839,0.9116809116809116,78,71,7,3
3,1,135,24,18,0.9182389937106918,0.9178537511870846,0.9047619047619048,0.9382716049382716,0.8974358974358975,0.9212121212121213,0.9181224004753417,0.9373219373219374,76,70,8,5
4,1,135,24,18,0.9371069182389937,0.9373219373219372,0.9493670886075949,0.9259259259259259,0.9487179487179487,0.9375,0.9371044303797469,0.9422285533396644,75,74,4,6
5,1,135,24,18,0.9433962264150944,0.9427825261158594,0.9186046511627907,0.9753086419753086,0.9102564102564102,0.9461077844311377,0.9432525677122576,0.9526748971193415,79,71,7,2
6,1,135,24,18,0.9433962264150944,0.9434947768281101,0.95,0.9382716049382716,0.9487179487179487,0.9440993788819876,0.9433872690588282,0.9446027223805,76,74,4,5
7,1,135,24,18,0.9308176100628931,0.9306742640075973,0.926829268292683,0.9382716049382716,0.9230769230769231,0.9325153374233128,0.9307737977439146,0.9362139917695472,76,72,6,5
8,1,136,24,17,0.90625,0.9064697609001406,0.9230769230769231,0.8888888888888888,0.9240506329113924,0.9056603773584906,0.9062463377475682,0.8957649632755118,72,73,6,9
9,1,136,24,17,0.925,0.9251445538365369,0.9367088607594937,0.9135802469135802,0.9367088607594937,0.925,0.925,0.9399906235349272,74,74,5,7
10,1,136,24,17,0.925,0.9245194561650257,0.896551724137931,0.9629629629629629,0.8860759493670886,0.9285714285714286,0.924812030075188,0.9117049538990467,78,70,9,3
11,2,135,24,18,0.9308176100628931,0.9309116809116809,0.9375,0.9259259259259259,0.9358974358974359,0.9316770186335404,0.9308066621830122,0.9273504273504274,75,73,5,6
12,2,135,24,18,0.89937106918239,0.899335232668566,0.9012345679012346,0.9012345679012346,0.8974358974358975,0.9012345679012346,0.899335232668566,0.9078822412155746,73,70,8,8
13,2,135,24,18,0.9245283018867925,0.9254510921177588,0.9726027397260274,0.8765432098765432,0.9743589743589743,0.922077922077922,0.9244535951853026,0.9368471035137701,71,76,2,10
14,2,135,24,18,0.949685534591195,0.9491927825261159,0.9294117647058824,0.9753086419753086,0.9230769230769231,0.9518072289156626,0.9495878249841471,0.9476100031655587,79,72,6,2
15,2,135,24,18,0.9371069182389937,0.9370845204178537,0.9382716049382716,0.9382716049382716,0.9358974358974359,0.9382716049382716,0.9370845204178537,0.94571066793289,76,73,5,5
16,2,135,24,18,0.9245283018867925,0.9245014245014245,0.9259259259259259,0.9259259259259259,0.9230769230769231,0.9259259259259259,0.9245014245014245,0.9578980690091802,75,72,6,6
17,2,135,24,18,0.9371069182389937,0.9370845204178537,0.9382716049382716,0.9382716049382716,0.9358974358974359,0.9382716049382716,0.9370845204178537,0.9306742640075973,76,73,5,5
18,2,136,24,17,0.90625,0.9060009376465072,0.8928571428571429,0.9259259259259259,0.8860759493670886,0.9090909090909091,0.906158357771261,0.9060790748554461,75,70,9,6
19,2,136,24,17,0.9375,0.937177684013127,0.9176470588235294,0.9629629629629629,0.9113924050632911,0.9397590361445783,0.9374119856047567,0.9460853258321613,78,72,7,3
20,2,136,24,17,0.925,0.9251445538365369,0.9367088607594937,0.9135802469135802,0.9367088607594937,0.925,0.925,0.9415533677137052,74,74,5,7
21,3,135,24,18,0.9371069182389937,0.9370845204178537,0.9382716049382716,0.9382716049382716,0.9358974358974359,0.9382716049382716,0.9370845204178537,0.9561570117125674,76,73,5,5
22,3,135,24,18,0.9433962264150944,0.9437321937321937,0.9615384615384616,0.9259259259259259,0.9615384615384616,0.9433962264150944,0.9433962264150944,0.968502690724913,75,75,3,6
23,3,135,24,18,0.9119496855345912,0.9114434947768281,0.8941176470588236,0.9382716049382716,0.8846153846153846,0.9156626506024096,0.9117786937222574,0.9316239316239316,76,69,9,5
