fold,repeat,n_fit,n_inner_val,n_outer_val,accuracy,balanced_accuracy,precision,recall,specificity,f1,f1_macro,auc,true_positives,true_negatives,false_positives,false_negatives
24,3,135,24,18,0.9433962264150944,0.9434947768281101,0.95,0.9382716049382716,0.9487179487179487,0.9440993788819876,0.9433872690588282,0.9476100031655587,76,74,4,5
25,3,135,24,18,0.9433962264150944,0.9434947768281101,0.95,0.9382716049382716,0.9487179487179487,0.9440993788819876,0.9433872690588282,0.9366888255777145,76,74,4,5
26,3,135,24,18,0.9182389937106918,0.9178537511870846,0.9047619047619048,0.9382716049382716,0.8974358974358975,0.9212121212121213,0.9181224004753417,0.8999683444127888,76,70,8,5
27,3,135,24,18,0.9371069182389937,0.9370845204178537,0.9382716049382716,0.9382716049382716,0.9358974358974359,0.9382716049382716,0.9370845204178537,0.9621715732826844,76,73,5,5
28,3,136,24,17,0.925,0.9251445538365369,0.9367088607594937,0.9135802469135802,0.9367088607594937,0.925,0.925,0.9303016096265041,74,74,5,7
29,3,136,24,17,0.925,0.9249882794186592,0.9259259259259259,0.9259259259259259,0.9240506329113924,0.9259259259259259,0.9249882794186592,0.9457727769964056,75,73,6,6
30,3,136,24,17,0.91875,0.9186591654946086,0.9146341463414634,0.9259259259259259,0.9113924050632911,0.9202453987730062,0.9187214255011528,0.9187373027035475,75,72,7,6
31,4,135,24,18,0.9371069182389937,0.9370845204178537,0.9382716049382716,0.9382716049382716,0.9358974358974359,0.9382716049382716,0.9370845204178537,0.9229186451408674,76,73,5,5
32,4,135,24,18,0.9245283018867925,0.9245014245014245,0.9259259259259259,0.9259259259259259,0.9230769230769231,0.9259259259259259,0.9245014245014245,0.9080405191516302,75,72,6,6
33,4,135,24,18,0.949685534591195,0.9499050332383665,0.9620253164556962,0.9382716049382716,0.9615384615384616,0.95,0.9496835443037974,0.9482431149097815,76,75,3,5
34,4,135,24,18,0.89937106918239,0.899335232668566,0.9012345679012346,0.9012345679012346,0.8974358974358975,0.9012345679012346,0.899335232668566,0.8980690091801202,73,70,8,8
35,4,135,24,18,0.9308176100628931,0.9306742640075973,0.926829268292683,0.9382716049382716,0.9230769230769231,0.9325153374233128,0.9307737977439146,0.9400126622348844,76,72,6,5
36,4,135,24,18,0.9182389937106918,0.9178537511870846,0.9047619047619048,0.9382716049382716,0.8974358974358975,0.9212121212121213,0.9181224004753417,0.918645140867363,76,70,8,5
37,4,135,24,18,0.9433962264150944,0.9434947768281101,0.95,0.9382716049382716,0.9487179487179487,0.9440993788819876,0.9433872690588282,0.9596391263057931,76,74,4,5
38,4,136,24,17,0.925,0.9246757305829036,0.9058823529411765,0.9506172839506173,0.8987341772151899,0.927710843373494,0.924894382725708,0.9326457258946709,77,71,8,4
39,4,136,24,17,0.9375,0.9374902328488826,0.9382716049382716,0.9382716049382716,0.9367088607594937,0.9382716049382716,0.9374902328488826,0.9262384747616816,76,74,5,5
40,4,136,24,17,0.925,0.9249882794186592,0.9259259259259259,0.9259259259259259,0.9240506329113924,0.9259259259259259,0.9249882794186592,0.9270198468510704,75,73,6,6
41,5,135,24,18,0.9119496855345912,0.9116809116809117,0.9036144578313253,0.9259259259259259,0.8974358974358975,0.9146341463414634,0.9118625277161863,0.9051915163026273,75,70,8,6
42,5,135,24,18,0.949685534591195,0.9499050332383665,0.9620253164556962,0.9382716049382716,0.9615384615384616,0.95,0.9496835443037974,0.9415954415954416,76,75,3,5
43,5,135,24,18,0.9245283018867925,0.9240265906932574,0.9058823529411765,0.9506172839506173,0.8974358974358975,0.927710843373494,0.9243817374762207,0.9555238999683443,77,70,8,4
44,5,135,24,18,0.9182389937106918,0.9185660018993352,0.9358974358974359,0.9012345679012346,0.9358974358974359,0.9182389937106918,0.9182389937106918,0.9232352010129787,73,73,5,8
45,5,135,24,18,0.9371069182389937,0.9370845204178537,0.9382716049382716,0.9382716049382716,0.9358974358974359,0.9382716049382716,0.9370845204178537,0.9355808800253245,76,73,5,5
46,5,135,24,18,0.9308176100628931,0.9306742640075973,0.926829268292683,0.9382716049382716,0.9230769230769231,0.9325153374233128,0.9307737977439146,0.9376384931940487,76,72,6,5
47,5,135,24,18,0.9056603773584906,0.905982905982906,0.9230769230769231,0.8888888888888888,0.9230769230769231,0.9056603773584906,0.9056603773584906,0.9150047483380817,72,72,6,9
48,5,136,24,17,0.90625,0.906157212064385,0.9024390243902439,0.9135802469135802,0.8987341772151899,0.9079754601226994,0.906217029424407,0.920612595718081,74,71,8,7
49,5,136,24,17,0.90625,0.9058446632286294,0.8837209302325582,0.9382716049382716,0.8734177215189873,0.9101796407185628,0.9060702125161442,0.9104547585560244,76,69,10,5
50,5,136,24,17,0.88125,0.8813095796218159,0.8875,0.8765432098765432,0.8860759493670886,0.8819875776397516,0.8812453611469198,0.8693545866541645,71,70,9,10
