fold,repeat,n_fit,n_inner_val,n_outer_val,accuracy,balanced_accuracy,precision,recall,specificity,f1,f1_macro,auc,true_positives,true_negatives,false_positives,false_negatives
1,1,139,25,19,0.9390243902439024,0.9390847247990106,0.9117647058823529,0.9393939393939394,0.9387755102040817,0.9253731343283582,0.9369133712878904,0.9373840445269018,62,92,6,4
2,1,139,25,19,0.9085365853658537,0.9061533704390847,0.8805970149253731,0.8939393939393939,0.9183673469387755,0.8872180451127819,0.9051474840948526,0.9044526901669758,59,90,8,7
3,1,139,25,19,0.926829268292683,0.9239332096474954,0.9090909090909091,0.9090909090909091,0.9387755102040817,0.9090909090909091,0.9239332096474954,0.9307359307359307,60,92,6,6
4,1,140,25,18,0.9030303030303031,0.904040404040404,0.8571428571428571,0.9090909090909091,0.898989898989899,0.8823529411764706,0.8999393571861733,0.8607284970921334,60,89,10,6
5,1,140,25,18,0.9454545454545454,0.9469996954005483,0.9142857142857143,0.9552238805970149,0.9387755102040817,0.9343065693430657,0.9438372224953671,0.9375571123971976,64,92,6,3
6,1,140,25,18,0.9333333333333333,0.93207432226622,0.9117647058823529,0.9253731343283582,0.9387755102040817,0.9185185185185185,0.931054131054131,0.9434968017057569,62,92,6,5
7,1,140,25,18,0.9151515151515152,0.9167681998172403,0.8732394366197183,0.9253731343283582,0.9081632653061225,0.8985507246376812,0.9128170289855073,0.9206518428266829,62,89,9,5
8,1,140,25,18,0.9151515151515152,0.9167681998172403,0.8732394366197183,0.9253731343283582,0.9081632653061225,0.8985507246376812,0.9128170289855073,0.9212610417301249,62,89,9,5
9,1,140,25,18,0.9212121212121213,0.914788303381054,0.921875,0.8805970149253731,0.9489795918367347,0.9007633587786259,0.9177183628063984,0.9185196466646358,59,93,5,8
10,1,140,25,18,0.9575757575757575,0.9619250685348766,0.9166666666666666,0.9850746268656716,0.9387755102040817,0.9496402877697842,0.9564955365550492,0.9544623819677124,66,92,6,1
11,2,139,25,19,0.9146341463414634,0.9087816944959802,0.90625,0.8787878787878788,0.9387755102040817,0.8923076923076924,0.9108003108003109,0.9106369820655534,58,92,6,8
12,2,139,25,19,0.9146341463414634,0.9112554112554112,0.8939393939393939,0.8939393939393939,0.9285714285714286,0.8939393939393939,0.9112554112554112,0.9194495980210267,59,91,7,7
13,2,139,25,19,0.9085365853658537,0.9111008039579468,0.8591549295774648,0.9242424242424242,0.8979591836734694,0.8905109489051095,0.9059884587457485,0.9310451453308597,61,88,10,5
14,2,140,25,18,0.9151515151515152,0.9116161616161615,0.8939393939393939,0.8939393939393939,0.9292929292929293,0.8939393939393939,0.9116161616161615,0.9299051117232936,59,92,7,7
15,2,140,25,18,0.9272727272727272,0.9269722814498934,0.8985507246376812,0.9253731343283582,0.9285714285714286,0.9117647058823529,0.9249545178896301,0.9016143770941212,62,91,7,5
16,2,140,25,18,0.9090909090909091,0.9116661590009139,0.8611111111111112,0.9253731343283582,0.8979591836734694,0.8920863309352518,0.9067761497608195,0.9137983551629607,62,88,10,5
17,2,140,25,18,0.9030303030303031,0.9042034724337495,0.8591549295774648,0.9104477611940298,0.8979591836734694,0.8840579710144928,0.9003623188405797,0.9204995431008224,61,88,10,6
18,2,140,25,18,0.9090909090909091,0.9069448674992385,0.8823529411764706,0.8955223880597015,0.9183673469387755,0.8888888888888888,0.905982905982906,0.906792567773378,60,90,8,7
19,2,140,25,18,0.9151515151515152,0.9096862625647274,0.9076923076923077,0.8805970149253731,0.9387755102040817,0.8939393939393939,0.9116161616161615,0.9430399025281754,59,92,6,8
20,2,140,25,18,0.9333333333333333,0.9367956137678952,0.8888888888888888,0.9552238805970149,0.9183673469387755,0.920863309352518,0.9316358431579344,0.9133414559853792,64,90,8,3
21,3,139,25,19,0.9207317073170732,0.9188311688311688,0.8955223880597015,0.9090909090909091,0.9285714285714286,0.9022556390977443,0.9177944862155388,0.9039888682745827,60,91,7,6
22,3,139,25,19,0.9512195121951219,0.9492888064316636,0.9393939393939394,0.9393939393939394,0.9591836734693877,0.9393939393939394,0.9492888064316636,0.9517625231910947,62,94,4,4
23,3,139,25,19,0.9146341463414634,0.9112554112554112,0.8939393939393939,0.8939393939393939,0.9285714285714286,0.8939393939393939,0.9112554112554112,0.9004329004329005,59,91,7,7
24,3,140,25,18,0.9393939393939394,0.9393939393939394,0.9117647058823529,0.9393939393939394,0.9393939393939394,0.9253731343283582,0.9371763630825465,0.9257728803183349,62,93,6,4
25,3,140,25,18,0.9151515151515152,0.9144075540664027,0.8840579710144928,0.9104477611940298,0.9183673469387755,0.8970588235294118,0.9124469375379018,0.9374048126713372,61,90,8,6
26,3,140,25,18,0.9151515151515152,0.9120469083155651,0.8955223880597015,0.8955223880597015,0.9285714285714286,0.8955223880597015,0.9120469083155651,0.9241547365214743,60,91,7,7
27,3,140,25,18,0.9272727272727272,0.9269722814498934,0.8985507246376812,0.9253731343283582,0.9285714285714286,0.9117647058823529,0.9249545178896301,0.9214133414559854,62,91,7,5
28,3,140,25,18,0.9212121212121213,0.914788303381054,0.921875,0.8805970149253731,0.9489795918367347,0.9007633587786259,0.9177183628063984,0.9074017666768198,59,93,5,8
29,3,140,25,18,0.9333333333333333,0.93207432226622,0.9117647058823529,0.9253731343283582,0.9387755102040817,0.9185185185185185,0.931054131054131,0.9249162351507767,62,92,6,5
30,3,140,25,18,0.9454545454545454,0.9446390496497107,0.9264705882352942,0.9402985074626866,0.9489795918367347,0.9333333333333333,0.9435897435897436,0.9375571123971976,63,93,5,4
31,4,139,25,19,0.9634146341463414,0.9619666048237476,0.9545454545454546,0.9545454545454546,0.9693877551020408,0.9545454545454546,0.9619666048237476,0.9505256648113791,63,95,3,3
32,4,139,25,19,0.9207317073170732,0.9188311688311688,0.8955223880597015,0.9090909090909091,0.9285714285714286,0.9022556390977443,0.9177944862155388,0.9044526901669759,60,91,7,6
33,4,139,25,19,0.9390243902439024,0.9366110080395795,0.9242424242424242,0.9242424242424242,0.9489795918367347,0.9242424242424242,0.9366110080395795,0.9446505875077303,61,93,5,5
34,4,140,25,18,0.9090909090909091,0.9015151515151516,0.9047619047619048,0.8636363636363636,0.9393939393939394,0.8837209302325582,0.9045470322804582,0.8963881236608511,57,93,6,9
35,4,140,25,18,0.9272727272727272,0.9293329272007311,0.8873239436619719,0.9402985074626866,0.9183673469387755,0.9130434782608695,0.9252717391304348,0.9328358208955223,63,90,8,4
36,4,140,25,18,0.9333333333333333,0.9367956137678952,0.8888888888888888,0.9552238805970149,0.9183673469387755,0.920863309352518,0.9316358431579344,0.9256777337800792,64,90,8,3
37,4,140,25,18,0.9090909090909091,0.9116661590009139,0.8611111111111112,0.9253731343283582,0.8979591836734694,0.8920863309352518,0.9067761497608195,0.9013097776424004,62,88,10,5
38,4,140,25,18,0.9454545454545454,0.9446390496497107,0.9264705882352942,0.9402985074626866,0.9489795918367347,0.9333333333333333,0.9435897435897436,0.9352726165092902,63,93,5,4
39,4,140,25,18,0.9151515151515152,0.9167681998172403,0.8732394366197183,0.9253731343283582,0.9081632653061225,0.8985507246376812,0.9128170289855073,0.9157782515991472,62,89,9,5
40,4,140,25,18,0.9272727272727272,0.9269722814498934,0.8985507246376812,0.9253731343283582,0.9285714285714286,0.9117647058823529,0.9249545178896301,0.9317697228144988,62,91,7,5
41,5,139,25,19,0.9207317073170732,0.9138837353123068,0.9206349206349206,0.8787878787878788,0.9489795918367347,0.8992248062015504,0.9169490865178607,0.9001236858379715,58,93,5,8
42,5,139,25,19,0.9512195121951219,0.9492888064316636,0.9393939393939394,0.9393939393939394,0.9591836734693877,0.9393939393939394,0.9492888064316636,0.9534632034632036,62,94,4,4
43,5,139,25,19,0.9329268292682927,0.933982683982684,0.8985507246376812,0.9393939393939394,0.9285714285714286,0.9185185185185185,0.9307618499328344,0.9438775510204083,62,91,7,4
44,5,140,25,18,0.9090909090909091,0.9090909090909091,0.8695652173913043,0.9090909090909091,0.9090909090909091,0.8888888888888888,0.905982905982906,0.9351086623813896,60,90,9,6
45,5,140,25,18,0.9212121212121213,0.9171489491318916,0.9090909090909091,0.8955223880597015,0.9387755102040817,0.9022556390977443,0.9181328956910042,0.9476088943039902,60,92,6,7
46,5,140,25,18,0.9090909090909091,0.9093055132500761,0.8714285714285714,0.9104477611940298,0.9081632653061225,0.8905109489051095,0.9063953708256117,0.9160828510508681,61,89,9,6
47,5,140,25,18,0.9515151515151515,0.9544623819677125,0.9154929577464789,0.9701492537313433,0.9387755102040817,0.9420289855072463,0.9501811594202898,0.9521778860798051,65,92,6,2
48,5,140,25,18,0.9333333333333333,0.9297136765153823,0.9242424242424242,0.9104477611940298,0.9489795918367347,0.9172932330827067,0.9307278348154651,0.9454766981419435,61,93,5,6
49,5,140,25,18,0.9333333333333333,0.93207432226622,0.9117647058823529,0.9253731343283582,0.9387755102040817,0.9185185185185185,0.931054131054131,0.9317697228144989,62,92,6,5
50,5,140,25,18,0.9333333333333333,0.9344349680170576,0.9,0.9402985074626866,0.9285714285714286,0.9197080291970803,0.9313566052721153,0.9270484313128236,63,91,7,4
