fold,repeat,epoch,loss,inner_val_loss,bce,inner_val_bce,accuracy,inner_val_accuracy
1,1,1,2.2890727519989014,2.137441635131836,0.8350284695625305,0.6855926513671875,0.5179855823516846,0.6000000238418579
1,1,2,2.342942714691162,2.1352498531341553,0.8921840786933899,0.6865583062171936,0.5107913613319397,0.6000000238418579
1,1,3,2.3238511085510254,2.1344351768493652,0.8762148022651672,0.688849687576294,0.49640288949012756,0.6000000238418579
1,1,4,2.294041872024536,2.1337521076202393,0.8494725227355957,0.6911745667457581,0.5539568066596985,0.5199999809265137
1,1,5,2.279661178588867,2.132388114929199,0.8381073474884033,0.6928437948226929,0.5107913613319397,0.5199999809265137
1,1,6,2.2997372150421143,2.1309988498687744,0.8612326979637146,0.6945328712463379,0.568345308303833,0.5199999809265137
1,1,7,2.2943310737609863,2.1289541721343994,0.8589332103729248,0.6956427693367004,0.4748201370239258,0.5199999809265137
1,1,8,2.3254640102386475,2.1265509128570557,0.8932295441627502,0.6964269280433655,0.49640288949012756,0.5199999809265137
1,1,9,2.2944328784942627,2.124558210372925,0.8654003143310547,0.6976282596588135,0.5467625856399536,0.5600000023841858
1,1,10,2.1672606468200684,2.121326208114624,0.7414063811302185,0.6975754499435425,0.5755395889282227,0.5600000023841858
1,1,11,2.2637932300567627,2.1181881427764893,0.8411262035369873,0.6976187825202942,0.49640288949012756,0.5600000023841858
1,1,12,2.2632462978363037,2.115797519683838,0.8437488675117493,0.6983689069747925,0.5107913613319397,0.5600000023841858
1,1,13,2.212614059448242,2.1134610176086426,0.7962369918823242,0.6991337537765503,0.48201438784599304,0.5600000023841858
1,1,14,2.2969729900360107,2.1104557514190674,0.8837043642997742,0.6992447376251221,0.5179855823516846,0.5600000023841858
1,1,15,2.225417137145996,2.107135772705078,0.8152687549591064,0.6990482211112976,0.5827338099479675,0.5600000023841858
1,1,16,2.2114272117614746,2.1038753986358643,0.8043890595436096,0.6988762021064758,0.5179855823516846,0.5600000023841858
1,1,17,2.282222032546997,2.1005196571350098,0.8782635927200317,0.6985827088356018,0.5251798629760742,0.6000000238418579
1,1,18,2.1673693656921387,2.0972888469696045,0.7664735913276672,0.6984238624572754,0.5755395889282227,0.6399999856948853
1,1,19,2.22322154045105,2.094344139099121,0.8254024386405945,0.6985629796981812,0.5323740839958191,0.6399999856948853
1,1,20,2.1952390670776367,2.0913212299346924,0.8005107641220093,0.6986454129219055,0.5395683646202087,0.6399999856948853
1,1,21,2.1937718391418457,2.08785080909729,0.8021507263183594,0.6982827186584473,0.5107913613319397,0.6399999856948853
