fold,repeat,n_fit,n_inner_val,n_outer_val,accuracy,balanced_accuracy,precision,recall,specificity,f1,f1_macro,auc,true_positives,true_negatives,false_positives,false_negatives
1,1,29,6,4,0.9142857142857143,0.9111842105263157,0.9333333333333333,0.875,0.9473684210526315,0.9032258064516129,0.913151364764268,0.993421052631579,14,18,1,2
2,1,29,6,4,0.9428571428571428,0.9375,1.0,0.875,1.0,0.9333333333333333,0.9416666666666667,0.9802631578947367,14,19,0,2
3,1,29,6,4,0.9142857142857143,0.9,1.0,0.8,1.0,0.8888888888888888,0.9095607235142118,0.9766666666666666,12,20,0,3
4,1,29,6,4,0.9428571428571428,0.9333333333333333,1.0,0.8666666666666667,1.0,0.9285714285714286,0.9404761904761905,0.9933333333333333,13,20,0,2
5,1,29,6,4,0.9142857142857143,0.9083333333333333,0.9285714285714286,0.8666666666666667,0.95,0.896551724137931,0.911690496215307,0.9933333333333333,13,19,1,2
6,1,29,6,4,0.9428571428571428,0.9333333333333333,1.0,0.8666666666666667,1.0,0.9285714285714286,0.9404761904761905,0.9866666666666667,13,20,0,2
7,1,29,6,4,0.9428571428571428,0.9416666666666667,0.9333333333333333,0.9333333333333333,0.95,0.9333333333333333,0.9416666666666667,0.9933333333333333,14,19,1,1
8,1,29,6,4,0.8857142857142857,0.875,0.9230769230769231,0.8,0.95,0.8571428571428571,0.8809523809523809,0.97,12,19,1,3
9,1,29,6,4,0.8857142857142857,0.875,0.9230769230769231,0.8,0.95,0.8571428571428571,0.8809523809523809,0.9866666666666667,12,19,1,3
10,1,30,6,3,0.9166666666666666,0.9125,0.9333333333333333,0.875,0.95,0.9032258064516129,0.9150275373721479,0.9906250000000001,14,19,1,2
11,2,29,6,4,0.9142857142857143,0.90625,1.0,0.8125,1.0,0.896551724137931,0.911690496215307,0.9868421052631579,13,19,0,3
12,2,29,6,4,0.8857142857142857,0.8848684210526316,0.875,0.875,0.8947368421052632,0.875,0.8848684210526316,0.9868421052631579,14,17,2,2
13,2,29,6,4,0.9142857142857143,0.9,1.0,0.8,1.0,0.8888888888888888,0.9095607235142118,0.99,12,20,0,3
14,2,29,6,4,0.9142857142857143,0.9083333333333333,0.9285714285714286,0.8666666666666667,0.95,0.896551724137931,0.911690496215307,0.9866666666666667,13,19,1,2
15,2,29,6,4,0.9428571428571428,0.9333333333333333,1.0,0.8666666666666667,1.0,0.9285714285714286,0.9404761904761905,0.9833333333333333,13,20,0,2
16,2,29,6,4,0.9142857142857143,0.9,1.0,0.8,1.0,0.8888888888888888,0.9095607235142118,0.99,12,20,0,3
17,2,29,6,4,0.9714285714285714,0.9666666666666667,1.0,0.9333333333333333,1.0,0.9655172413793104,0.9705634987384357,0.9933333333333334,14,20,0,1
18,2,29,6,4,0.9428571428571428,0.9333333333333333,1.0,0.8666666666666667,1.0,0.9285714285714286,0.9404761904761905,0.99,13,20,0,2
19,2,29,6,4,0.9142857142857143,0.9,1.0,0.8,1.0,0.8888888888888888,0.9095607235142118,0.99,12,20,0,3
20,2,30,6,3,0.9166666666666666,0.91875,0.8823529411764706,0.9375,0.9,0.9090909090909091,0.916083916083916,0.9874999999999999,15,18,2,1
21,3,29,6,4,0.9714285714285714,0.9736842105263157,0.9411764705882353,1.0,0.9473684210526315,0.9696969696969697,0.9713349713349714,0.993421052631579,16,18,1,0
22,3,29,6,4,0.9142857142857143,0.90625,1.0,0.8125,1.0,0.896551724137931,0.911690496215307,0.9901315789473684,13,19,0,3
23,3,29,6,4,0.9142857142857143,0.9,1.0,0.8,1.0,0.8888888888888888,0.9095607235142118,0.9766666666666666,12,20,0,3
24,3,29,6,4,0.8857142857142857,0.8833333333333333,0.8666666666666667,0.8666666666666667,0.9,0.8666666666666667,0.8833333333333333,0.9766666666666666,13,18,2,2
25,3,29,6,4,0.9428571428571428,0.9333333333333333,1.0,0.8666666666666667,1.0,0.9285714285714286,0.9404761904761905,0.98,13,20,0,2
26,3,29,6,4,0.9142857142857143,0.9083333333333333,0.9285714285714286,0.8666666666666667,0.95,0.896551724137931,0.911690496215307,0.9833333333333333,13,19,1,2
27,3,29,6,4,0.8857142857142857,0.875,0.9230769230769231,0.8,0.95,0.8571428571428571,0.8809523809523809,0.9766666666666667,12,19,1,3
28,3,29,6,4,0.9142857142857143,0.9,1.0,0.8,1.0,0.8888888888888888,0.9095607235142118,0.9966666666666666,12,20,0,3
29,3,29,6,4,0.9142857142857143,0.9,1.0,0.8,1.0,0.8888888888888888,0.9095607235142118,0.9866666666666666,12,20,0,3
30,3,30,6,3,0.9722222222222222,0.96875,1.0,0.9375,1.0,0.967741935483871,0.971675845790716,0.99375,15,20,0,1
31,4,29,6,4,0.8285714285714286,0.8273026315789473,0.8125,0.8125,0.8421052631578947,0.8125,0.8273026315789473,0.9703947368421052,13,16,3,3
32,4,29,6,4,0.9428571428571428,0.9424342105263157,0.9375,0.9375,0.9473684210526315,0.9375,0.9424342105263157,0.9868421052631579,15,18,1,1
33,4,29,6,4,0.9428571428571428,0.9333333333333333,1.0,0.8666666666666667,1.0,0.9285714285714286,0.9404761904761905,0.9866666666666667,13,20,0,2
34,4,29,6,4,0.8571428571428571,0.8500000000000001,0.8571428571428571,0.8,0.9,0.8275862068965517,0.8528174936921783,0.97,12,18,2,3
35,4,29,6,4,0.9142857142857143,0.9083333333333333,0.9285714285714286,0.8666666666666667,0.95,0.896551724137931,0.911690496215307,0.9833333333333333,13,19,1,2
36,4,29,6,4,0.9428571428571428,0.9416666666666667,0.9333333333333333,0.9333333333333333,0.95,0.9333333333333333,0.9416666666666667,0.9866666666666666,14,19,1,1
37,4,29,6,4,0.9428571428571428,0.9333333333333333,1.0,0.8666666666666667,1.0,0.9285714285714286,0.9404761904761905,0.99,13,20,0,2
38,4,29,6,4,0.9714285714285714,0.9666666666666667,1.0,0.9333333333333333,1.0,0.9655172413793104,0.9705634987384357,1.0,14,20,0,1
39,4,29,6,4,0.9142857142857143,0.9083333333333333,0.9285714285714286,0.8666666666666667,0.95,0.896551724137931,0.911690496215307,0.9866666666666666,13,19,1,2
40,4,30,6,3,0.9166666666666666,0.90625,1.0,0.8125,1.0,0.896551724137931,0.9133921411387329,0.9906250000000001,13,20,0,3
41,5,29,6,4,0.9428571428571428,0.9375,1.0,0.875,1.0,0.9333333333333333,0.9416666666666667,0.9967105263157895,14,19,0,2
42,5,29,6,4,0.9428571428571428,0.9424342105263157,0.9375,0.9375,0.9473684210526315,0.9375,0.9424342105263157,0.9967105263157895,15,18,1,1
43,5,29,6,4,0.9428571428571428,0.9416666666666667,0.9333333333333333,0.9333333333333333,0.95,0.9333333333333333,0.9416666666666667,0.9933333333333334,14,19,1,1
44,5,29,6,4,0.9428571428571428,0.9333333333333333,1.0,0.8666666666666667,1.0,0.9285714285714286,0.9404761904761905,0.9933333333333334,13,20,0,2
45,5,29,6,4,0.9714285714285714,0.9666666666666667,1.0,0.9333333333333333,1.0,0.9655172413793104,0.9705634987384357,1.0,14,20,0,1
46,5,29,6,4,0.9142857142857143,0.9083333333333333,0.9285714285714286,0.8666666666666667,0.95,0.896551724137931,0.911690496215307,0.9866666666666666,13,19,1,2
47,5,29,6,4,0.8857142857142857,0.875,0.9230769230769231,0.8,0.95,0.8571428571428571,0.8809523809523809,0.98,12,19,1,3
48,5,29,6,4,0.9428571428571428,0.9416666666666667,0.9333333333333333,0.9333333333333333,0.95,0.9333333333333333,0.9416666666666667,0.9866666666666666,14,19,1,1
49,5,29,6,4,0.9142857142857143,0.9083333333333333,0.9285714285714286,0.8666666666666667,0.95,0.896551724137931,0.911690496215307,0.9766666666666666,13,19,1,2
50,5,30,6,3,0.9444444444444444,0.9375,1.0,0.875,1.0,0.9333333333333333,0.9428571428571428,0.9906250000000001,14,20,0,2
