fold,repeat,n_fit,n_inner_val,n_outer_val,accuracy,balanced_accuracy,precision,recall,specificity,f1,f1_macro,auc,true_positives,true_negatives,false_positives,false_negatives
1,1,139,25,19,0.9451219512195121,0.941713048855906,0.9384615384615385,0.9242424242424242,0.9591836734693877,0.9312977099236641,0.9428062153679234,0.9596474953617811,61,94,4,5
2,1,139,25,19,0.9451219512195121,0.9441867656153371,0.9253731343283582,0.9393939393939394,0.9489795918367347,0.9323308270676691,0.9430884904569115,0.9727891156462585,62,93,5,4
3,1,139,25,19,0.9329268292682927,0.933982683982684,0.8985507246376812,0.9393939393939394,0.9285714285714286,0.9185185185185185,0.9307618499328344,0.9686147186147187,62,91,7,4
4,1,140,25,18,0.9212121212121213,0.9267676767676768,0.863013698630137,0.9545454545454546,0.898989898989899,0.9064748201438849,0.9192059964593771,0.9485766758494032,63,89,10,3
5,1,140,25,18,0.9515151515151515,0.9497410904660372,0.9402985074626866,0.9402985074626866,0.9591836734693877,0.9402985074626866,0.9497410904660372,0.9696923545537618,63,94,4,4
6,1,140,25,18,0.9393939393939394,0.9348157173317088,0.9384615384615385,0.9104477611940298,0.9591836734693877,0.9242424242424242,0.9368686868686869,0.967255558939994,61,94,4,6
7,1,140,25,18,0.9212121212121213,0.9289521778860799,0.8552631578947368,0.9701492537313433,0.8877551020408163,0.9090909090909091,0.9197860962566845,0.9859884252208345,65,87,11,2
8,1,140,25,18,0.9272727272727272,0.9198903441973805,0.9365079365079365,0.8805970149253731,0.9591836734693877,0.9076923076923077,0.9238461538461538,0.9675601583917148,59,94,4,8
9,1,140,25,18,0.9575757575757575,0.9548431312823638,0.9545454545454546,0.9402985074626866,0.9693877551020408,0.9473684210526315,0.9559177130643868,0.9782211392019495,63,95,3,4
10,1,140,25,18,0.9151515151515152,0.9096862625647274,0.9076923076923077,0.8805970149253731,0.9387755102040817,0.8939393939393939,0.9116161616161615,0.9463904964971064,59,92,6,8
11,2,139,25,19,0.9573170731707317,0.9618119975262833,0.9154929577464789,0.9848484848484849,0.9387755102040817,0.948905109489051,0.9561279474146827,0.9757266542980829,65,92,6,1
12,2,139,25,19,0.9390243902439024,0.9316635745207174,0.9516129032258065,0.8939393939393939,0.9693877551020408,0.921875,0.9359375,0.9598021026592456,59,95,3,7
13,2,139,25,19,0.9390243902439024,0.9316635745207174,0.9516129032258065,0.8939393939393939,0.9693877551020408,0.921875,0.9359375,0.9574829931972789,59,95,3,7
14,2,140,25,18,0.9393939393939394,0.9368686868686869,0.9242424242424242,0.9242424242424242,0.9494949494949495,0.9242424242424242,0.9368686868686869,0.9686256504438323,61,94,5,5
15,2,140,25,18,0.9515151515151515,0.9450197989643618,0.9682539682539683,0.9104477611940298,0.9795918367346939,0.9384615384615385,0.9492307692307692,0.9785257386536704,61,96,2,6
16,2,140,25,18,0.9393939393939394,0.9348157173317088,0.9384615384615385,0.9104477611940298,0.9591836734693877,0.9242424242424242,0.9368686868686869,0.9576606762107828,61,94,4,6
17,2,140,25,18,0.9515151515151515,0.9521017362168749,0.927536231884058,0.9552238805970149,0.9489795918367347,0.9411764705882353,0.9499696785930867,0.9597928723728298,64,93,5,3
18,2,140,25,18,0.9272727272727272,0.9293329272007311,0.8873239436619719,0.9402985074626866,0.9183673469387755,0.9130434782608695,0.9252717391304348,0.9738044471519951,63,90,8,4
19,2,140,25,18,0.9333333333333333,0.93207432226622,0.9117647058823529,0.9253731343283582,0.9387755102040817,0.9185185185185185,0.931054131054131,0.9853792263173926,62,92,6,5
20,2,140,25,18,0.9636363636363636,0.9599451720986902,0.9692307692307692,0.9402985074626866,0.9795918367346939,0.9545454545454546,0.9621212121212122,0.9824855315260431,63,96,2,4
21,3,139,25,19,0.9451219512195121,0.941713048855906,0.9384615384615385,0.9242424242424242,0.9591836734693877,0.9312977099236641,0.9428062153679234,0.9730983302411874,61,94,4,5
22,3,139,25,19,0.9634146341463414,0.9570191713048856,0.9838709677419355,0.9242424242424242,0.9897959183673469,0.953125,0.9615625,0.9854669140383426,61,97,1,5
23,3,139,25,19,0.9451219512195121,0.941713048855906,0.9384615384615385,0.9242424242424242,0.9591836734693877,0.9312977099236641,0.9428062153679234,0.956091527520099,61,94,4,5
24,3,140,25,18,0.9515151515151515,0.952020202020202,0.9264705882352942,0.9545454545454546,0.9494949494949495,0.9402985074626866,0.9497410904660372,0.9750535659626569,63,94,5,3
25,3,140,25,18,0.9575757575757575,0.952482485531526,0.96875,0.9253731343283582,0.9795918367346939,0.9465648854961832,0.9556945030495991,0.9664940603106915,62,96,2,5
26,3,140,25,18,0.9454545454545454,0.9469996954005483,0.9142857142857143,0.9552238805970149,0.9387755102040817,0.9343065693430657,0.9438372224953671,0.9829424307036247,64,92,6,3
27,3,140,25,18,0.9393939393939394,0.9371763630825465,0.9253731343283582,0.9253731343283582,0.9489795918367347,0.9253731343283582,0.9371763630825465,0.9648187633262261,62,93,5,5
28,3,140,25,18,0.9333333333333333,0.93207432226622,0.9117647058823529,0.9253731343283582,0.9387755102040817,0.9185185185185185,0.931054131054131,0.9561376789521778,62,92,6,5
29,3,140,25,18,0.9333333333333333,0.93207432226622,0.9117647058823529,0.9253731343283582,0.9387755102040817,0.9185185185185185,0.931054131054131,0.9474565945781298,62,92,6,5
30,3,140,25,18,0.9575757575757575,0.9548431312823638,0.9545454545454546,0.9402985074626866,0.9693877551020408,0.9473684210526315,0.9559177130643868,0.9780688394760888,63,95,3,4
31,4,139,25,19,0.9512195121951219,0.9443413729128014,0.967741935483871,0.9090909090909091,0.9795918367346939,0.9375,0.94875,0.9670686456400741,60,96,2,6
32,4,139,25,19,0.9329268292682927,0.929035250463822,0.9230769230769231,0.9090909090909091,0.9489795918367347,0.916030534351145,0.9300964854496843,0.9608843537414966,60,93,5,6
33,4,139,25,19,0.9634146341463414,0.9570191713048856,0.9838709677419355,0.9242424242424242,0.9897959183673469,0.953125,0.9615625,0.9749536178107607,61,97,1,5
34,4,140,25,18,0.9454545454545454,0.9393939393939394,0.9523809523809523,0.9090909090909091,0.9696969696969697,0.9302325581395349,0.9427282193682749,0.9810223446587083,60,96,3,6
35,4,140,25,18,0.9333333333333333,0.93207432226622,0.9117647058823529,0.9253731343283582,0.9387755102040817,0.9185185185185185,0.931054131054131,0.9699969540054828,62,92,6,5
36,4,140,25,18,0.9393939393939394,0.9348157173317088,0.9384615384615385,0.9104477611940298,0.9591836734693877,0.9242424242424242,0.9368686868686869,0.9907097167225098,61,94,4,6
37,4,140,25,18,0.9454545454545454,0.9399177581480354,0.953125,0.9104477611940298,0.9693877551020408,0.9312977099236641,0.9430357896351989,0.9578129759366434,61,95,3,6
38,4,140,25,18,0.9393939393939394,0.9348157173317088,0.9384615384615385,0.9104477611940298,0.9591836734693877,0.9242424242424242,0.9368686868686869,0.9655802619555286,61,94,4,6
39,4,140,25,18,0.9515151515151515,0.9497410904660372,0.9402985074626866,0.9402985074626866,0.9591836734693877,0.9402985074626866,0.9497410904660372,0.9864453243984161,63,94,4,4
40,4,140,25,18,0.9393939393939394,0.9371763630825465,0.9253731343283582,0.9253731343283582,0.9489795918367347,0.9253731343283582,0.9371763630825465,0.9728906487968322,62,93,5,5
41,5,139,25,19,0.9512195121951219,0.9443413729128014,0.967741935483871,0.9090909090909091,0.9795918367346939,0.9375,0.94875,0.9812925170068028,60,96,2,6
42,5,139,25,19,0.9390243902439024,0.9341372912801484,0.9375,0.9090909090909091,0.9591836734693877,0.9230769230769231,0.9362859362859364,0.9704700061842919,60,94,4,6
43,5,139,25,19,0.9329268292682927,0.9315089672232529,0.9104477611940298,0.9242424242424242,0.9387755102040817,0.9172932330827067,0.9304414883362251,0.9294990723562153,61,92,6,5
44,5,140,25,18,0.9454545454545454,0.9419191919191918,0.9384615384615385,0.9242424242424242,0.9595959595959596,0.9312977099236641,0.9430357896351989,0.9944903581267218,61,95,4,5
45,5,140,25,18,0.9636363636363636,0.9575845263478526,0.9841269841269841,0.9253731343283582,0.9897959183673469,0.9538461538461539,0.9619230769230769,0.9817240328967408,62,97,1,5
46,5,140,25,18,0.9393939393939394,0.9371763630825465,0.9253731343283582,0.9253731343283582,0.9489795918367347,0.9253731343283582,0.9371763630825465,0.9335973195248249,62,93,5,5
47,5,140,25,18,0.9454545454545454,0.9469996954005483,0.9142857142857143,0.9552238805970149,0.9387755102040817,0.9343065693430657,0.9438372224953671,0.9833993298812062,64,92,6,3
48,5,140,25,18,0.9393939393939394,0.9324550715808712,0.9523809523809523,0.8955223880597015,0.9693877551020408,0.9230769230769231,0.9365384615384615,0.976545842217484,60,95,3,7
49,5,140,25,18,0.9333333333333333,0.9273530307645446,0.9375,0.8955223880597015,0.9591836734693877,0.916030534351145,0.9303770762207986,0.9649710630520865,60,94,4,7
50,5,140,25,18,0.9393939393939394,0.9371763630825465,0.9253731343283582,0.9253731343283582,0.9489795918367347,0.9253731343283582,0.9371763630825465,0.9908620164483704,62,93,5,5
