fold,repeat,epoch,loss,inner_val_loss,bce,inner_val_bce,accuracy,inner_val_accuracy
1,1,1,2.2695119380950928,2.083533525466919,0.871929407119751,0.6888207197189331,0.5179855823516846,0.5199999809265137
1,1,2,2.188035249710083,2.079943895339966,0.7946155667304993,0.6889408230781555,0.5323740839958191,0.47999998927116394
1,1,3,2.239267110824585,2.076066493988037,0.8494419455528259,0.6885095238685608,0.5251798629760742,0.4399999976158142
1,1,4,2.264179229736328,2.0728206634521484,0.8777568340301514,0.6885707974433899,0.5251798629760742,0.47999998927116394
1,1,5,2.260216474533081,2.0698678493499756,0.8770443201065063,0.6887692213058472,0.5035971403121948,0.5199999809265137
1,1,6,2.3060312271118164,2.0670244693756104,0.9259745478630066,0.6889863014221191,0.5251798629760742,0.47999998927116394
1,1,7,2.303098678588867,2.0639803409576416,0.9260878562927246,0.6889768838882446,0.48201438784599304,0.4399999976158142
1,1,8,2.197826385498047,2.06040096282959,0.8238610029220581,0.6884589195251465,0.4892086386680603,0.47999998927116394
1,1,9,2.2086713314056396,2.057278633117676,0.8377829194068909,0.6884402632713318,0.5179855823516846,0.47999998927116394
1,1,10,2.2058472633361816,2.0542948246002197,0.8380558490753174,0.6885340809822083,0.5467625856399536,0.47999998927116394
1,1,11,2.177107334136963,2.051182508468628,0.8123834133148193,0.688478410243988,0.5395683646202087,0.47999998927116394
1,1,12,2.1829140186309814,2.0481393337249756,0.8212466239929199,0.6884703040122986,0.5611510872840881,0.47999998927116394
1,1,13,2.2227907180786133,2.0454108715057373,0.8641359806060791,0.6887267231941223,0.5251798629760742,0.47999998927116394
1,1,14,2.2184739112854004,2.0427932739257812,0.8627983331680298,0.6890738606452942,0.5035971403121948,0.47999998927116394
1,1,15,2.1582212448120117,2.039942741394043,0.8055092096328735,0.6891816854476929,0.5395683646202087,0.47999998927116394
1,1,16,2.2110886573791504,2.0367953777313232,0.8613243103027344,0.6889711618423462,0.5395683646202087,0.47999998927116394
1,1,17,2.1348230838775635,2.033848524093628,0.7879928350448608,0.6889522671699524,0.568345308303833,0.47999998927116394
1,1,18,2.2513699531555176,2.030379295349121,0.9074690937995911,0.6884150505065918,0.5251798629760742,0.5199999809265137
1,1,19,2.1327133178710938,2.027599573135376,0.7917449474334717,0.6885591745376587,0.5323740839958191,0.5199999809265137
1,1,20,2.217864751815796,2.0248215198516846,0.8798106908798218,0.6886882185935974,0.5323740839958191,0.5600000023841858
1,1,21,2.1657416820526123,2.022148370742798,0.8305979371070862,0.6889277100563049,0.4676258862018585,0.47999998927116394
1,1,22,2.093749523162842,2.0193233489990234,0.7615193128585815,0.6890231370925903,0.5395683646202087,0.5199999809265137
1,1,23,2.1825947761535645,2.0166683197021484,0.8532894253730774,0.6892925500869751,0.4676258862018585,0.5199999809265137
1,1,24,2.16316294670105,2.0136868953704834,0.8367823362350464,0.6892441511154175,0.5107913613319397,0.5199999809265137
1,1,25,2.2373275756835938,2.0106966495513916,0.9138819575309753,0.6891871690750122,0.42446044087409973,0.5199999809265137
1,1,26,2.0147945880889893,2.007772445678711,0.6942764520645142,0.6891795992851257,0.6043165326118469,0.5199999809265137
1,1,27,2.1641452312469482,2.005005121231079,0.8465403914451599,0.6893237829208374,0.5323740839958191,0.5199999809265137
1,1,28,2.070230007171631,2.002232074737549,0.7555327415466309,0.6894443035125732,0.5467625856399536,0.5600000023841858
1,1,29,2.271324634552002,1.9996345043182373,0.9595195055007935,0.6897470355033875,0.5035971403121948,0.5600000023841858
1,1,30,2.149374008178711,1.9968044757843018,0.8404689431190491,0.689810574054718,0.5179855823516846,0.5600000023841858
1,1,31,2.125091791152954,1.9942415952682495,0.8190782070159912,0.6901294589042664,0.5539568066596985,0.5600000023841858
1,1,32,2.1392836570739746,1.9911832809448242,0.8361519575119019,0.6899561882019043,0.4748201370239258,0.5600000023841858
1,1,33,2.166127920150757,1.988649845123291,0.8658789396286011,0.6903056502342224,0.5035971403121948,0.5600000023841858
1,1,34,2.0103495121002197,1.9857348203659058,0.7129906415939331,0.6902928352355957,0.5827338099479675,0.6000000238418579
1,1,35,2.056471347808838,1.9827444553375244,0.7620090246200562,0.6901881694793701,0.5611510872840881,0.5600000023841858
1,1,36,2.0718843936920166,1.9797661304473877,0.780309796333313,0.6901004910469055,0.5467625856399536,0.6000000238418579
1,1,37,2.132758378982544,1.9769375324249268,0.8440718650817871,0.690152645111084,0.46043166518211365,0.5600000023841858
1,1,38,2.1586148738861084,1.9742424488067627,0.8728086352348328,0.6903395652770996,0.49640288949012756,0.6399999856948853
1,1,39,2.1181249618530273,1.9717549085617065,0.8352023959159851,0.6907335519790649,0.4748201370239258,0.6000000238418579
1,1,40,2.0183563232421875,1.9689605236053467,0.7383054494857788,0.6908000707626343,0.5179855823516846,0.5199999809265137
1,1,41,2.1398732662200928,1.9659069776535034,0.8626877069473267,0.690616250038147,0.5899280309677124,0.5600000023841858
