fold,repeat,epoch,loss,inner_val_loss,accuracy,inner_val_accuracy
1,1,40,0.16067689657211304,1.8344608545303345,0.9185185432434082,0.4583333432674408
1,1,41,0.12404104322195053,1.6094027757644653,0.9629629850387573,0.4166666567325592
1,1,42,0.1199326291680336,1.6927648782730103,0.9777777791023254,0.4166666567325592
1,1,43,0.11502455174922943,1.6960511207580566,0.970370352268219,0.4583333432674408
1,1,44,0.07299729436635971,2.1816582679748535,0.9925925731658936,0.3333333432674408
1,1,45,0.05102323740720749,2.1243131160736084,0.9925925731658936,0.3333333432674408
1,1,46,0.037194445729255676,2.2529876232147217,1.0,0.3333333432674408
1,1,47,0.02943236380815506,2.320072889328003,1.0,0.3333333432674408
1,1,48,0.025657979771494865,2.4222114086151123,1.0,0.375
1,1,49,0.022307181730866432,2.4959323406219482,1.0,0.3333333432674408
1,1,50,0.019942402839660645,2.559170961380005,1.0,0.3333333432674408
1,1,51,0.018005577847361565,2.617356300354004,1.0,0.3333333432674408
1,1,52,0.01643059402704239,2.6676719188690186,1.0,0.3333333432674408
1,1,53,0.01508381962776184,2.7158796787261963,1.0,0.3333333432674408
1,1,54,0.013926900923252106,2.7603797912597656,1.0,0.3333333432674408
1,1,55,0.012918003834784031,2.8028171062469482,1.0,0.3333333432674408
1,1,56,0.012032665312290192,2.84272837638855,1.0,0.3333333432674408
1,1,57,0.011249816045165062,2.880511522293091,1.0,0.3333333432674408
1,1,58,0.010553312487900257,2.9162375926971436,1.0,0.3333333432674408
1,1,59,0.009930377826094627,2.9500253200531006,1.0,0.3333333432674408
1,1,60,0.00937035121023655,2.982004404067993,1.0,0.3333333432674408
1,1,61,0.008864598348736763,3.0122787952423096,1.0,0.3333333432674408
1,1,62,0.008405890315771103,3.0409603118896484,1.0,0.3333333432674408
1,1,63,0.007988193072378635,3.0681545734405518,1.0,0.3333333432674408
1,1,64,0.007606429513543844,3.093961715698242,1.0,0.3333333432674408
1,1,65,0.00725629273802042,3.118476629257202,1.0,0.3333333432674408
1,1,66,0.006934113800525665,3.141786575317383,1.0,0.3333333432674408
1,1,67,0.006636752746999264,3.163973093032837,1.0,0.3333333432674408
1,1,68,0.006361508276313543,3.1851112842559814,1.0,0.3333333432674408
1,1,69,0.0061060478910803795,3.205268144607544,1.0,0.3333333432674408
1,1,70,0.00586834829300642,3.2245054244995117,1.0,0.3333333432674408
1,1,71,0.0056466469541192055,3.2428786754608154,1.0,0.3333333432674408
1,1,72,0.0054394034668803215,3.260438919067383,1.0,0.3333333432674408
1,1,73,0.005245264619588852,3.2772305011749268,1.0,0.3333333432674408
1,1,74,0.005063042044639587,3.2932958602905273,1.0,0.3333333432674408
1,1,75,0.004891682881861925,3.308673143386841,1.0,0.3333333432674408
1,1,76,0.004730255343019962,3.3233954906463623,1.0,0.3333333432674408
1,1,77,0.004577930085361004,3.3374950885772705,1.0,0.3333333432674408
1,1,78,0.0044339681044220924,3.3510007858276367,1.0,0.3333333432674408
1,1,79,0.0042977058328688145,3.363939046859741,1.0,0.3333333432674408
1,1,80,0.00416855001822114,3.376333475112915,1.0,0.3333333432674408
1,1,81,0.004045967478305101,3.3882086277008057,1.0,0.3333333432674408
1,1,82,0.003929473459720612,3.399585485458374,1.0,0.3333333432674408
1,1,83,0.0038186307065188885,3.4104816913604736,1.0,0.3333333432674408
1,1,84,0.003713043173775077,3.4209182262420654,1.0,0.3333333432674408
1,1,85,0.003612350905314088,3.430911064147949,1.0,0.3333333432674408
1,1,86,0.0035162235144525766,3.4404780864715576,1.0,0.3333333432674408
1,1,87,0.0034243627451360226,3.4496352672576904,1.0,0.3333333432674408
1,1,88,0.0033364929258823395,3.458397150039673,1.0,0.3333333432674408
1,1,89,0.003252362133935094,3.466778516769409,1.0,0.3333333432674408
1,1,90,0.003171737538650632,3.474794387817383,1.0,0.3333333432674408
1,1,91,0.0030944086611270905,3.482457399368286,1.0,0.3333333432674408
1,1,92,0.0030201775953173637,3.489781379699707,1.0,0.3333333432674408
1,1,93,0.0029488636646419764,3.496779680252075,1.0,0.3333333432674408
1,1,94,0.002880299696698785,3.503464698791504,1.0,0.3333333432674408
1,1,95,0.0028143313247710466,3.509847640991211,1.0,0.3333333432674408
1,1,96,0.0027508141938596964,3.515942335128784,1.0,0.3333333432674408
1,1,97,0.0026896148920059204,3.5217599868774414,1.0,0.3333333432674408
1,1,98,0.0026306097861379385,3.527312994003296,1.0,0.3333333432674408
1,1,99,0.0025736838579177856,3.53261399269104,1.0,0.3333333432674408
1,1,100,0.0025187309365719557,3.5376741886138916,1.0,0.3333333432674408
1,1,101,0.002465649740770459,3.5425045490264893,1.0,0.3333333432674408
2,1,1,0.6992231011390686,0.685709536075592,0.4962962865829468,0.5
2,1,2,0.6779220104217529,0.6775673031806946,0.5777778029441833,0.5416666865348816
2,1,3,0.6688178777694702,0.6758320927619934,0.644444465637207,0.5
2,1,4,0.6625683307647705,0.6754540801048279,0.6518518328666687,0.5416666865348816
2,1,5,0.6561806797981262,0.6753096580505371,0.6814814805984497,0.5416666865348816
2,1,6,0.6490194201469421,0.6753507256507874,0.6740740537643433,0.5416666865348816
2,1,7,0.6407511830329895,0.6757232546806335,0.6814814805984497,0.625
2,1,8,0.6308411955833435,0.6768311858177185,0.6814814805984497,0.5833333134651184
2,1,9,0.6184409260749817,0.6797906756401062,0.6962962746620178,0.5416666865348816
2,1,10,0.6023139953613281,0.6877729296684265,0.7185184955596924,0.5
2,1,11,0.5811811685562134,0.708714485168457,0.7259259223937988,0.5
2,1,12,0.5558015704154968,0.7496356964111328,0.7259259223937988,0.5416666865348816
2,1,13,0.530327320098877,0.7900040745735168,0.770370364189148,0.5416666865348816
2,1,14,0.5033027529716492,0.821746826171875,0.770370364189148,0.5416666865348816
2,1,15,0.4730331003665924,0.8730666041374207,0.800000011920929,0.5416666865348816
2,1,16,0.44082674384117126,0.9387423396110535,0.8296296000480652,0.5416666865348816
2,1,17,0.40994471311569214,1.0033917427062988,0.8296296000480652,0.5416666865348816
2,1,18,0.3843390941619873,1.068245530128479,0.8444444537162781,0.5416666865348816
2,1,19,0.3667837381362915,1.13390052318573,0.8370370268821716,0.5416666865348816
2,1,20,0.3601773977279663,1.1867140531539917,0.8222222328186035,0.5416666865348816
2,1,21,0.35597655177116394,1.1690196990966797,0.8370370268821716,0.5416666865348816
2,1,22,0.295699805021286,1.4099918603897095,0.8962963223457336,0.4583333432674408
2,1,23,0.36369243264198303,1.3460828065872192,0.8296296000480652,0.4166666567325592
2,1,24,0.31853336095809937,1.1501835584640503,0.8814814686775208,0.5833333134651184
2,1,25,0.2748924493789673,1.2252588272094727,0.9037036895751953,0.5
2,1,26,0.2297031581401825,1.469132900238037,0.9333333373069763,0.4166666567325592
2,1,27,0.20604512095451355,1.5690218210220337,0.9407407641410828,0.5
2,1,28,0.19294744729995728,1.7462955713272095,0.9407407641410828,0.4583333432674408
2,1,29,0.17805075645446777,1.8350175619125366,0.9481481313705444,0.4583333432674408
2,1,30,0.1676032841205597,1.9083423614501953,0.9555555582046509,0.4583333432674408
2,1,31,0.15824957191944122,1.9651894569396973,0.9555555582046509,0.4166666567325592
2,1,32,0.14901447296142578,2.0078914165496826,0.9555555582046509,0.375
2,1,33,0.13969652354717255,2.043219804763794,0.9555555582046509,0.375
2,1,34,0.12896610796451569,2.081597328186035,0.970370352268219,0.375
2,1,35,0.1176643967628479,2.1228535175323486,0.970370352268219,0.375
2,1,36,0.10940486192703247,2.147455930709839,0.970370352268219,0.375
2,1,37,0.1028425395488739,2.137693166732788,0.9777777791023254,0.4166666567325592
2,1,38,0.09593487530946732,2.1573259830474854,0.9777777791023254,0.4166666567325592
2,1,39,0.08868347853422165,2.3651487827301025,0.9777777791023254,0.375
2,1,40,0.1864859163761139,2.099813938140869,0.9555555582046509,0.4166666567325592
2,1,41,0.294473797082901,1.598193645477295,0.8888888955116272,0.5416666865348816
2,1,42,0.40068766474723816,1.4881200790405273,0.8444444537162781,0.5
2,1,43,0.24625922739505768,1.2631416320800781,0.9037036895751953,0.5
2,1,44,0.1748654544353485,1.3898396492004395,0.970370352268219,0.5
2,1,45,0.15544766187667847,1.5698524713516235,0.9555555582046509,0.4583333432674408
2,1,46,0.13469655811786652,1.596394419670105,0.9555555582046509,0.4583333432674408
2,1,47,0.10356637090444565,1.69705069065094,0.9777777791023254,0.4166666567325592
2,1,48,0.09018905460834503,1.8685458898544312,0.9851852059364319,0.4166666567325592
2,1,49,0.08216658234596252,1.953389286994934,0.9851852059364319,0.375
2,1,50,0.07617269456386566,2.0149285793304443,0.9851852059364319,0.4166666567325592
2,1,51,0.0709393173456192,2.0631277561187744,0.9851852059364319,0.4166666567325592
2,1,52,0.06628479063510895,2.1008784770965576,0.9851852059364319,0.4166666567325592
2,1,53,0.06191491708159447,2.129394292831421,0.9851852059364319,0.4166666567325592
2,1,54,0.05755462124943733,2.151299476623535,0.9851852059364319,0.4166666567325592
2,1,55,0.052846137434244156,2.170717239379883,0.9851852059364319,0.4583333432674408
2,1,56,0.04736875370144844,2.195986032485962,0.9851852059364319,0.5
2,1,57,0.04039857164025307,2.2417714595794678,0.9851852059364319,0.5
2,1,58,0.03146732971072197,2.3267929553985596,0.9925925731658936,0.4583333432674408
2,1,59,0.023316895589232445,2.3848230838775635,0.9925925731658936,0.4583333432674408
2,1,60,0.017870722338557243,2.437912940979004,0.9925925731658936,0.4166666567325592
2,1,61,0.01613570936024189,2.5022671222686768,1.0,0.4166666567325592
2,1,62,0.01318160817027092,2.5508813858032227,1.0,0.4583333432674408
2,1,63,0.010192093439400196,2.5624544620513916,1.0,0.4583333432674408
2,1,64,0.00895223580300808,2.602262496948242,1.0,0.4583333432674408
2,1,65,0.007645042613148689,2.6621172428131104,1.0,0.4166666567325592
2,1,66,0.006982372608035803,2.684230089187622,1.0,0.4583333432674408
2,1,67,0.006295288447290659,2.719001531600952,1.0,0.4583333432674408
2,1,68,0.0058343601413071156,2.746572494506836,1.0,0.4583333432674408
2,1,69,0.005389854311943054,2.774034261703491,1.0,0.4583333432674408
2,1,70,0.00503535894677043,2.79704213142395,1.0,0.4583333432674408
2,1,71,0.004718166776001453,2.8191232681274414,1.0,0.4583333432674408
2,1,72,0.004443096928298473,2.8397300243377686,1.0,0.4583333432674408
2,1,73,0.004199810326099396,2.859010696411133,1.0,0.4583333432674408
2,1,74,0.003982522524893284,2.8772544860839844,1.0,0.4583333432674408
2,1,75,0.003787464462220669,2.8945810794830322,1.0,0.4583333432674408
2,1,76,0.0036111054942011833,2.9111130237579346,1.0,0.4583333432674408
2,1,77,0.0034507543314248323,2.926936388015747,1.0,0.4583333432674408
2,1,78,0.003304240293800831,2.9421138763427734,1.0,0.4583333432674408
2,1,79,0.003169756382703781,2.956692695617676,1.0,0.4583333432674408
2,1,80,0.003045808058232069,2.9707117080688477,1.0,0.4583333432674408
2,1,81,0.0029311482794582844,2.984201431274414,1.0,0.4583333432674408
2,1,82,0.002824723022058606,2.9971888065338135,1.0,0.4583333432674408
2,1,83,0.0027256382163614035,3.0096962451934814,1.0,0.4583333432674408
2,1,84,0.0026331250555813313,3.0217437744140625,1.0,0.4583333432674408
2,1,85,0.00254652532748878,3.0333492755889893,1.0,0.4583333432674408
2,1,86,0.002465267200022936,3.0445306301116943,1.0,0.4583333432674408
2,1,87,0.0023888531140983105,3.055304765701294,1.0,0.4583333432674408
2,1,88,0.0023168474435806274,3.065688371658325,1.0,0.4583333432674408
2,1,89,0.0022488683462142944,3.075698137283325,1.0,0.4583333432674408
2,1,90,0.0021845761220902205,3.0853500366210938,1.0,0.4583333432674408
2,1,91,0.0021236741449683905,3.0946617126464844,1.0,0.4583333432674408
2,1,92,0.002065894892439246,3.103651762008667,1.0,0.4583333432674408
2,1,93,0.002011002041399479,3.1123406887054443,1.0,0.4583333432674408
2,1,94,0.001958782086148858,3.1207504272460938,1.0,0.4583333432674408
2,1,95,0.0019090436398983002,3.12890362739563,1.0,0.4583333432674408
2,1,96,0.001861614640802145,3.136828660964966,1.0,0.4583333432674408
2,1,97,0.0018163376953452826,3.1445541381835938,1.0,0.4583333432674408
2,1,98,0.0017730703111737967,3.152113914489746,1.0,0.4583333432674408
2,1,99,0.0017316814046353102,3.1595427989959717,1.0,0.4583333432674408
2,1,100,0.001692051300778985,3.166879653930664,1.0,0.4583333432674408
2,1,101,0.0016540690558031201,3.1741645336151123,1.0,0.4583333432674408
2,1,102,0.0016176322242245078,3.181441068649292,1.0,0.4583333432674408
2,1,103,0.0015826458111405373,3.1887502670288086,1.0,0.4583333432674408
2,1,104,0.0015490230871364474,3.1961309909820557,1.0,0.4583333432674408
2,1,105,0.0015166818629950285,3.203620672225952,1.0,0.4583333432674408
3,1,1,0.6973304152488708,0.6804741024971008,0.5111111402511597,0.5416666865348816
3,1,2,0.6890615224838257,0.6783428192138672,0.5259259343147278,0.6666666865348816
3,1,3,0.684370219707489,0.6764364242553711,0.5629629492759705,0.6666666865348816
3,1,4,0.6798451542854309,0.6745068430900574,0.5703703761100769,0.6666666865348816
3,1,5,0.6750174164772034,0.6726818084716797,0.6074073910713196,0.6666666865348816
3,1,6,0.669718861579895,0.6711524128913879,0.6222222447395325,0.5833333134651184
3,1,7,0.6637416481971741,0.6701704859733582,0.6666666865348816,0.5833333134651184
3,1,8,0.6567380428314209,0.670234739780426,0.6666666865348816,0.5833333134651184
3,1,9,0.6481547355651855,0.6724915504455566,0.6592592597007751,0.5833333134651184
3,1,10,0.6372044682502747,0.6795398592948914,0.6666666865348816,0.5833333134651184
3,1,11,0.6232702136039734,0.6960651278495789,0.6592592597007751,0.5416666865348816
3,1,12,0.6075971722602844,0.7242092490196228,0.6666666865348816,0.4583333432674408
3,1,13,0.5933550000190735,0.7519989013671875,0.6888889074325562,0.4583333432674408
3,1,14,0.5799422860145569,0.7662445902824402,0.7037037014961243,0.5
3,1,15,0.565457820892334,0.7769390940666199,0.7111111283302307,0.4583333432674408
3,1,16,0.5505481958389282,0.7906882762908936,0.7185184955596924,0.5
3,1,17,0.5356786847114563,0.8037328124046326,0.7259259223937988,0.5416666865348816
3,1,18,0.5197471380233765,0.8163695931434631,0.7333333492279053,0.5416666865348816
3,1,19,0.5022206902503967,0.8309063911437988,0.7481481432914734,0.5416666865348816
3,1,20,0.48295706510543823,0.8479669690132141,0.7629629373550415,0.5416666865348816
3,1,21,0.46199217438697815,0.8686323165893555,0.7777777910232544,0.5416666865348816
3,1,22,0.43737339973449707,0.9004416465759277,0.7925925850868225,0.5416666865348816
3,1,23,0.39650705456733704,0.9441800117492676,0.8370370268821716,0.5
3,1,24,0.3863443434238434,0.9479711055755615,0.8370370268821716,0.5416666865348816
3,1,25,0.36504074931144714,1.0071971416473389,0.8370370268821716,0.5416666865348816
3,1,26,0.3397613763809204,1.0331381559371948,0.8814814686775208,0.5
3,1,27,0.28654998540878296,1.1167782545089722,0.8962963223457336,0.5
3,1,28,0.29954254627227783,1.0659655332565308,0.8666666746139526,0.5833333134651184
3,1,29,0.24171410501003265,1.1228885650634766,0.9037036895751953,0.5
3,1,30,0.20901116728782654,1.119964599609375,0.9185185432434082,0.5833333134651184
3,1,31,0.1926320344209671,1.2207010984420776,0.9259259104728699,0.5416666865348816
3,1,32,0.18049776554107666,1.080956220626831,0.9185185432434082,0.5833333134651184
3,1,33,0.15205587446689606,1.0954009294509888,0.9407407641410828,0.5833333134651184
3,1,34,0.2719646394252777,1.4309945106506348,0.8962963223457336,0.5833333134651184
3,1,35,0.34850937128067017,0.971172571182251,0.8592592477798462,0.5416666865348816
3,1,36,0.22497029602527618,1.1131592988967896,0.9333333373069763,0.5
3,1,37,0.1663258671760559,1.1867598295211792,0.9555555582046509,0.5833333134651184
3,1,38,0.13482598960399628,1.2289906740188599,0.9481481313705444,0.5833333134651184
3,1,39,0.11539621651172638,1.2114830017089844,0.9555555582046509,0.625
3,1,40,0.10069289058446884,1.2273898124694824,0.9555555582046509,0.6666666865348816
3,1,41,0.08884885907173157,1.2630038261413574,0.970370352268219,0.5833333134651184
3,1,42,0.07862904667854309,1.295278549194336,0.9851852059364319,0.5833333134651184
3,1,43,0.06919687241315842,1.3172441720962524,0.9851852059364319,0.5833333134651184
3,1,44,0.06036509945988655,1.3437641859054565,0.9851852059364319,0.5833333134651184
3,1,45,0.05246860533952713,1.3705955743789673,0.9925925731658936,0.5833333134651184
3,1,46,0.04554672911763191,1.3939642906188965,0.9925925731658936,0.5833333134651184
3,1,47,0.03947093337774277,1.4156526327133179,0.9925925731658936,0.5833333134651184
3,1,48,0.03414570167660713,1.4352847337722778,0.9925925731658936,0.625
3,1,49,0.029497671872377396,1.452701210975647,0.9925925731658936,0.625
3,1,50,0.025514034554362297,1.4679971933364868,1.0,0.6666666865348816
3,1,51,0.022183401510119438,1.4806655645370483,1.0,0.6666666865348816
3,1,52,0.01944371685385704,1.4904865026474,1.0,0.6666666865348816
3,1,53,0.017197998240590096,1.498594880104065,1.0,0.6666666865348816
3,1,54,0.015350974164903164,1.5062052011489868,1.0,0.6666666865348816
3,1,55,0.013819808140397072,1.5137348175048828,1.0,0.6666666865348816
3,1,56,0.012537124566733837,1.5213724374771118,1.0,0.6666666865348816
3,1,57,0.01145099475979805,1.5291528701782227,1.0,0.6666666865348816
3,1,58,0.010521787218749523,1.5370664596557617,1.0,0.6666666865348816
3,1,59,0.009719272144138813,1.545087456703186,1.0,0.6666666865348816
3,1,60,0.009020201861858368,1.553186297416687,1.0,0.6666666865348816
3,1,61,0.008406507782638073,1.5613322257995605,1.0,0.6666666865348816
3,1,62,0.00786395650357008,1.5694960355758667,1.0,0.6666666865348816
3,1,63,0.007381233852356672,1.5776513814926147,1.0,0.6666666865348816
3,1,64,0.006949226837605238,1.5857772827148438,1.0,0.6666666865348816
3,1,65,0.006560541223734617,1.5938562154769897,1.0,0.7083333134651184
3,1,66,0.006209113635122776,1.6018797159194946,1.0,0.7083333134651184
3,1,67,0.00588993402197957,1.6098427772521973,1.0,0.7083333134651184
3,1,68,0.005598830059170723,1.6177476644515991,1.0,0.7083333134651184
3,1,69,0.005332303699105978,1.6255971193313599,1.0,0.7083333134651184
3,1,70,0.005087411496788263,1.633398175239563,1.0,0.7083333134651184
3,1,71,0.0048616500571370125,1.6411577463150024,1.0,0.7083333134651184
3,1,72,0.004652885254472494,1.6488819122314453,1.0,0.7083333134651184
3,1,73,0.004459292162209749,1.6565760374069214,1.0,0.7083333134651184
3,1,74,0.004279291722923517,1.664246678352356,1.0,0.7083333134651184
3,1,75,0.004111520480364561,1.6718961000442505,1.0,0.7083333134651184
3,1,76,0.003954791463911533,1.6795281171798706,1.0,0.7083333134651184
3,1,77,0.003808066248893738,1.6871448755264282,1.0,0.7083333134651184
3,1,78,0.003670432372018695,1.694748878479004,1.0,0.7083333134651184
3,1,79,0.0035410861019045115,1.7023404836654663,1.0,0.7083333134651184
3,1,80,0.00341931264847517,1.709920883178711,1.0,0.7083333134651184
3,1,81,0.003304482437670231,1.7174901962280273,1.0,0.7083333134651184
3,1,82,0.00319602875970304,1.7250480651855469,1.0,0.6666666865348816
3,1,83,0.003093449166044593,1.7325950860977173,1.0,0.6666666865348816
3,1,84,0.002996286377310753,1.7401295900344849,1.0,0.6666666865348816
3,1,85,0.0029041364323347807,1.7476511001586914,1.0,0.6666666865348816
3,1,86,0.0028166279662400484,1.7551584243774414,1.0,0.6666666865348816
3,1,87,0.0027334291953593493,1.7626495361328125,1.0,0.6666666865348816
3,1,88,0.0026542379055172205,1.770123839378357,1.0,0.6666666865348816
3,1,89,0.002578778425231576,1.7775789499282837,1.0,0.6666666865348816
3,1,90,0.0025068006943911314,1.7850126028060913,1.0,0.6666666865348816
3,1,91,0.0024380763061344624,1.7924236059188843,1.0,0.6666666865348816
3,1,92,0.002372395945712924,1.799809455871582,1.0,0.6666666865348816
3,1,93,0.0023095670621842146,1.8071684837341309,1.0,0.6666666865348816
3,1,94,0.002249414101243019,1.8144989013671875,1.0,0.6666666865348816
3,1,95,0.002191774547100067,1.8217986822128296,1.0,0.6666666865348816
3,1,96,0.002136500319465995,1.8290656805038452,1.0,0.6666666865348816
3,1,97,0.002083452884107828,1.836297631263733,1.0,0.6666666865348816
3,1,98,0.0020325041841715574,1.8434935808181763,1.0,0.6666666865348816
3,1,99,0.0019835373386740685,1.8506520986557007,1.0,0.6666666865348816
3,1,100,0.0019364414038136601,1.857770323753357,1.0,0.6666666865348816
3,1,101,0.0018911162624135613,1.8648476600646973,1.0,0.6666666865348816
3,1,102,0.001847467152401805,1.8718829154968262,1.0,0.6666666865348816
3,1,103,0.0018054060637950897,1.8788734674453735,1.0,0.6666666865348816
3,1,104,0.0017648510402068496,1.8858197927474976,1.0,0.6666666865348816
3,1,105,0.0017257259460166097,1.8927197456359863,1.0,0.6666666865348816
3,1,106,0.001687958836555481,1.8995729684829712,1.0,0.6666666865348816
3,1,107,0.0016514837043359876,1.9063783884048462,1.0,0.6666666865348816
4,1,1,0.6907266974449158,0.6778885722160339,0.4962962865829468,0.5833333134651184
4,1,2,0.6806091666221619,0.6732532382011414,0.6000000238418579,0.6666666865348816
4,1,3,0.6759330034255981,0.6700963973999023,0.6074073910713196,0.5833333134651184
4,1,4,0.6718419194221497,0.6673058867454529,0.614814817905426,0.5833333134651184
4,1,5,0.6675381064414978,0.6643750667572021,0.6370370388031006,0.625
4,1,6,0.6629316210746765,0.6610470414161682,0.6222222447395325,0.6666666865348816
4,1,7,0.6579723954200745,0.6571285724639893,0.6222222447395325,0.7083333134651184
4,1,8,0.6525338888168335,0.65240079164505,0.644444465637207,0.75
4,1,9,0.6464065909385681,0.6465460062026978,0.644444465637207,0.75
4,1,10,0.6392897963523865,0.6390783190727234,0.644444465637207,0.8333333134651184
4,1,11,0.6307922601699829,0.6293022632598877,0.6666666865348816,0.8333333134651184
4,1,12,0.6205278038978577,0.6164710521697998,0.6740740537643433,0.8333333134651184
4,1,13,0.608504593372345,0.6006640195846558,0.6740740537643433,0.8333333134651184
4,1,14,0.5956268906593323,0.5841107964515686,0.6740740537643433,0.75
4,1,15,0.5826244950294495,0.5694880485534668,0.6888889074325562,0.7083333134651184
4,1,16,0.568283200263977,0.5577066540718079,0.6962962746620178,0.7083333134651184
4,1,17,0.5515308380126953,0.5503408312797546,0.7037037014961243,0.7083333134651184
4,1,18,0.5327975749969482,0.5508480072021484,0.7407407164573669,0.6666666865348816
4,1,19,0.5128057599067688,0.5622531175613403,0.7407407164573669,0.6666666865348816
4,1,20,0.491144597530365,0.5848239660263062,0.7629629373550415,0.625
4,1,21,0.4664193391799927,0.6190519332885742,0.7925925850868225,0.625
4,1,22,0.4389033019542694,0.6650446057319641,0.8074073791503906,0.625
4,1,23,0.4093937873840332,0.7111952304840088,0.8370370268821716,0.625
4,1,24,0.3744771182537079,0.7315917015075684,0.8444444537162781,0.6666666865348816
4,1,25,0.3298666775226593,0.7049189209938049,0.8666666746139526,0.625
4,1,26,0.2805352807044983,0.7198213934898376,0.9037036895751953,0.5833333134651184
4,1,27,0.23827910423278809,0.7406997680664062,0.9185185432434082,0.625
4,1,28,0.20226693153381348,0.7636482119560242,0.9333333373069763,0.625
4,1,29,0.1728227138519287,0.9170075058937073,0.9407407641410828,0.5416666865348816
4,1,30,0.16361622512340546,0.8356838822364807,0.9333333373069763,0.625
4,1,31,0.15537004172801971,1.1243922710418701,0.9481481313705444,0.4583333432674408
4,1,32,0.15879672765731812,1.1361814737319946,0.9481481313705444,0.5
4,1,33,0.17306753993034363,1.1106953620910645,0.9333333373069763,0.4583333432674408
4,1,34,0.1808283030986786,1.0645896196365356,0.9333333373069763,0.5416666865348816
4,1,35,0.2622085213661194,0.7625961899757385,0.8814814686775208,0.6666666865348816
4,1,36,0.14469429850578308,0.9447154402732849,0.9629629850387573,0.5416666865348816
4,1,37,0.11868926137685776,0.7541988492012024,0.9851852059364319,0.5833333134651184
4,1,38,0.08891325443983078,0.8947606086730957,0.9925925731658936,0.5
4,1,39,0.0742388442158699,0.9133175015449524,0.9925925731658936,0.5416666865348816
4,1,40,0.057719334959983826,0.9240081906318665,0.9925925731658936,0.5833333134651184
4,1,41,0.04159387946128845,0.9790881276130676,1.0,0.5833333134651184
4,1,42,0.03268078342080116,1.1262125968933105,1.0,0.625
4,1,43,0.03147463873028755,1.6359409093856812,1.0,0.4166666567325592
4,1,44,0.09139563888311386,1.1769373416900635,0.970370352268219,0.5416666865348816
4,1,45,0.06813275068998337,0.9698862433433533,0.9851852059364319,0.6666666865348816
4,1,46,0.04073327034711838,1.2260609865188599,1.0,0.4583333432674408
